Name,Firearm,Use count
"100, The - Season 1", FN FiveseveN,2
"100, The - Season 1", Colt M4A1,2
"100, The - Season 1", FN SCAR-L,3
"100, The - Season 2", Walther P99,1
"100, The - Season 2", Ruger KP89,4
"100, The - Season 2", Walther P99QA,4
"100, The - Season 2", Smith & Wesson Model 60,1
"100, The - Season 2", Colt M4A1,2
"100, The - Season 2", Heckler & Koch G36K,1
"100, The - Season 2", AK-74,2
"100, The - Season 2", Beretta Mx4 Storm,1
"100, The - Season 2", Norinco QBZ-97,3
"100, The - Season 2", CAA Tactical RONI,4
"100, The - Season 2", Remington Model 700,2
"100, The - Season 2", RPG-7,1
"100, The - Season 3", Walther P99,2
"100, The - Season 3", Ruger KP89,1
"100, The - Season 3", Smith & Wesson Model 60,1
"100, The - Season 3", Taurus PT92AFS,1
"100, The - Season 3", Beretta Mx4 Storm,2
"100, The - Season 3", Norinco QBZ-97,1
"100, The - Season 3", CAA Tactical RONI,1
"100, The - Season 3", Mossberg 500 Cruiser,2
"100, The - Season 3", Daewoo K3,2
"100, The - Season 3", FN Minimi,2
"100, The - Season 3", M134 Minigun,2
"100, The - Season 4", Ruger KP89,1
"100, The - Season 4", Walther P99,2
"100, The - Season 4", Sawed off shotgun,1
"100, The - Season 4", Beretta Mx4 Storm,1
"100, The - Season 4", Norinco QBZ-97,1
"100, The - Season 4", CAA Tactical RONI,2
"100, The - Season 4", Customized Lee-Enfield Rifle,3
"100, The - Season 4", Remington 700,1
"100, The - Season 4", Savage Arms AXIS,1
"100, The - Season 4", M134 Minigun,2
12 Monkeys (TV Series),,0
12 Monkeys - Season 1, Heckler & Koch USP ,1
12 Monkeys - Season 1, Beretta 92FS,1
12 Monkeys - Season 1, Beretta M9A3,2
12 Monkeys - Season 1, Smith & Wesson Model 10 HB,1
12 Monkeys - Season 1, Heckler & Koch MP5A3,2
12 Monkeys - Season 1, Mossberg 500 Cruiser,2
12 Monkeys - Season 1, Colt M4A1,1
12 Monkeys - Season 2, Walther P99,1
12 Monkeys - Season 2, EKOL Dicle,1
12 Monkeys - Season 2, KRISS Vector,1
12 Monkeys - Season 2, Colt M4A1,1
12 Monkeys - Season 3, Mauser C96,1
12 Monkeys - Season 3,  Beretta 92FS ,1
12 Monkeys - Season 3, Heckler & Koch MP5A3,0
12 Monkeys - Season 3,  Mauser Gewehr 1898 ,1
12 Monkeys - Season 4, Heckler & Koch MP5K,1
12 Monkeys - Season 4, Heckler & Koch UMP,1
12 Monkeys - Season 4, Colt M4A1,2
14 - Diaries of the Great War, Luger P08,4
14 - Diaries of the Great War, St. Etienne Mle 1892 Revolver,2
14 - Diaries of the Great War, Webley Mk VI,3
14 - Diaries of the Great War, Nagant M1895,2
14 - Diaries of the Great War, Turkish Mauser 1938,9
14 - Diaries of the Great War, Unknown Mauser Rifle,4
14 - Diaries of the Great War, Steyr Mannlicher M1895,5
14 - Diaries of the Great War, Berthier Fusil Modèle 1907-15,3
14 - Diaries of the Great War, Berthier Fusil Modèle 1907-16,1
14 - Diaries of the Great War, Lee-Enfield No. 1 Mk III*,3
14 - Diaries of the Great War, Mosin Nagant 1891,2
14 - Diaries of the Great War, Mosin Nagant M91/30,6
14 - Diaries of the Great War, Maxim MG 08,2
14 - Diaries of the Great War, M67 hand grenade,2
14 - Diaries of the Great War, Model 16 Stielhandgranate,1
1864, Danish 1849 percussion Pistol,4
1864, Colt 1851 Navy,3
1864, Colt Walker 1847,3
1864, Swedish 1850 Cavalry Pistol,1
1864, Springfield Model 1842,5
1864, Enfield Pattern 1853,1
1864, Enfield Pattern 1861 Musketoon,2
1864, Lorenz 1854 Musket,1
1864, Dreyse Infantry Rifle M1841,4
1864, Dreyse Infantry Rifle M1862,2
1864, Danish Field Gun,1
1864, Danish Heavy Cannon,3
1864, Prussian Howitzer,2
1864, Flare Gun,1
1864, Weapons on wall,1
19-2 (2011),  Walther P99 ,4
19-2 (2011),  FN P90 ,2
19-2 (2014) - Season 4, Beretta 92F,1
19-2 (2014) - Season 4, Beretta 92FS,1
19-2 (2014) - Season 4, Walther P99,9
19-2 (2014) - Season 4, Ruger SP101,2
19-2 (2014) - Season 4, CZ Scorpion Evo 3 A1,2
19-2 (2014) - Season 4, FN P90,1
19-2 (2014) - Season 4, Heckler & Koch MP5K,1
19-2 (2014) - Season 4, IMI Uzi,1
19-2 (2014) - Season 4, IMI Micro Uzi,2
19-2 (2014) - Season 4, Arms Stash,1
20th of December (20-e dekabrya),  Nagant M1895 ,5
20th of December (20-e dekabrya),  Mauser C96 ,3
20th of December (20-e dekabrya),"  Mauser C96 ""Flatside "" ",7
20th of December (20-e dekabrya),"  Mauser C96 M1920 ""Rework"" Model ",2
20th of December (20-e dekabrya),  Luger P08 ,4
20th of December (20-e dekabrya),  FN Model 1922 ,2
20th of December (20-e dekabrya),  CZ 27 ,3
20th of December (20-e dekabrya),  Mosin Nagant M1891 ,8
20th of December (20-e dekabrya),  Mosin Nagant M1891/30 ,3
20th of December (20-e dekabrya),  Mosin Nagant M1891/30 Sniper Rifle ,2
20th of December (20-e dekabrya),  Mosin Nagant M1938 Carbine ,1
20th of December (20-e dekabrya),  Maxim M1910 ,5
20th of December (20-e dekabrya),  Mosin Nagant M1891 ,3
20th of December (20-e dekabrya),  Arisaka Type 30 ,1
20th of December (20-e dekabrya),  Maxim M1910 ,1
20th of December (20-e dekabrya),  Vickers Mk.I ,1
20th of December (20-e dekabrya),"  Vickers 2-pounder ""Pom-Pom"" ",2
20th of December (20-e dekabrya),  Armoured Cars ,3
20th of December (20-e dekabrya),  Artillery ,3
21 Jump Street (TV Series),  Smith & Wesson Model 10 ,3
21 Jump Street (TV Series),  Smith & Wesson Model 60 ,3
21 Jump Street (TV Series),  Smith & Wesson Model 64 ,1
21 Jump Street (TV Series),  Colt Python ,1
21 Jump Street (TV Series),  Colt Trooper Mk V ,2
21 Jump Street (TV Series),  Single Action Army ,2
21 Jump Street (TV Series),  Browning Hi-Power ,1
21 Jump Street (TV Series),  unidentified pistol ,2
21 Jump Street (TV Series),  M1911A1 ,1
21 Jump Street (TV Series),  Walther PPK ,1
21 Jump Street (TV Series),  Double Barreled Shotgun ,2
21 Jump Street (TV Series),  Stevens Model 620 Shotgun ,2
21 Jump Street (TV Series),  Remington 870 ,1
24,,0
24 - Season 1, Mossberg 590 Cruiser,1
24 - Season 1, Mossberg 500,1
24 - Season 1, Remington 700 AICS,1
24 - Season 1, M16A1,1
24 - Season 1, Norinco Type 56,2
24 - Season 1, AKM,1
24 - Season 1, Norinco NDM-86 (chambered in .308),2
24 - Season 1, AR-15 variant,1
24 - Season 1, XM177 Mock-ups,2
24 - Season 1, Heckler & Koch P2A1 Flare Pistol,2
24 - Season 1, Ira Gaines' Table of Weapons,2
24 - Season 2,,0
24 - Season 3, Heckler & Koch USP Compact,9
24 - Season 3, Smith & Wesson 4006,7
24 - Season 3, Smith & Wesson 5904,2
24 - Season 3, Beretta 92FS Inox,5
24 - Season 3, Beretta 92FS,5
24 - Season 3, Colt MKIV Stainless ,6
24 - Season 3, Glock 19,7
24 - Season 3, Glock 26,3
24 - Season 3, Raven Arms MP25,3
24 - Season 3, SIG Pro SP2009,1
24 - Season 3, Smith & Wesson SW99,2
24 - Season 3, Walther PPK,6
24 - Season 3, Walther PPK/S (Interarms),1
24 - Season 3, Walther P99,3
24 - Season 3, Smith & Wesson Model 15,2
24 - Season 3, Smith & Wesson Model 66,3
24 - Season 3, Remington 870,2
24 - Season 3, Mossberg 500 Mariner,1
24 - Season 3, AKM,1
24 - Season 3, AKMSU,1
24 - Season 3, Heckler & Koch SR9(T),2
24 - Season 3, M14,1
24 - Season 3, M4A1 Carbine,9
24 - Season 3, Norinco Type-56,1
24 - Season 3, Remington 700PSS,2
24 - Season 3, M60E3,6
24 - Season 3, Browning M2,2
24 - Season 3, Heckler & Koch MP5A2,2
24 - Season 3, Heckler and Koch MP5K,2
24 - Season 3, Micro Uzi,2
24 - Season 3, Uzi,1
24 - Season 3, Ramo RT-37,2
24 - Season 3, Sage Control SL-6 rotary launcher,1
24 - Season 4, Heckler & Koch USP Compact,11
24 - Season 4, Heckler & Koch USP ,3
24 - Season 4, Heckler & Koch USP (two-tone),1
24 - Season 4, Beretta 92FS,9
24 - Season 4, Beretta 92FS (Two Tone),2
24 - Season 4, Beretta 9000S,3
24 - Season 4, Glock 17,6
24 - Season 4, Glock 19,7
24 - Season 4, Glock 20,2
24 - Season 4, Jericho 941 RS Semi-Compact,1
24 - Season 4, SIG-Sauer P228,2
24 - Season 4, SIG Pro SP 2009,6
24 - Season 4, Smith & Wesson 5906,2
24 - Season 4, Smith & Wesson 6904,2
24 - Season 4, Walther P99,3
24 - Season 4, Smith & Wesson Model 317,5
24 - Season 4, Smith & Wesson Model 637 Airweight,1
24 - Season 4, Heckler & Koch MP5A2,3
24 - Season 4, Heckler & Koch MP5K,2
24 - Season 4, IMI Uzi,2
24 - Season 4, IMI Micro Uzi,1
24 - Season 4, Steyr SPP,2
24 - Season 4, Accuracy International AWP,5
24 - Season 4," Bushmaster XM15 ""V-Match""",1
24 - Season 4, AKM,2
24 - Season 4, AKMS,4
24 - Season 4, M4A1 Carbine,9
24 - Season 4, M16A4 Assault Rifle,1
24 - Season 4, Ruger Mini-14,2
24 - Season 4, Mossberg 500,4
24 - Season 4, Mossberg 500 Cruiser,1
24 - Season 4, Mossberg 590,1
24 - Season 4, Mossberg 590 Mariner,1
24 - Season 4, Remington 870,3
24 - Season 4,  Serbu Super Shorty ,3
24 - Season 4, General Dynamics M197 Vulcan,2
24 - Season 4, M67 Hand Grenade,2
24 - Season 4, M26 Hand Grenade,1
24 - Season 4, Sporting Goods Store Rifles,4
24 - Season 5, Heckler & Koch USP Compact,11
24 - Season 5, Heckler & Koch P2000,3
24 - Season 5, Beretta 92FS,1
24 - Season 5, Beretta 92G Elite 1A,2
24 - Season 5, Beretta 92G Elite II,2
24 - Season 5, Colt M1911A1 (Stainless),5
24 - Season 5, Colt Commander (Nickel),3
24 - Season 5, CZ 75B,1
24 - Season 5, Glock 17,5
24 - Season 5, Glock 17 (Full Auto Conversion),1
24 - Season 5, Glock 19,6
24 - Season 5, Glock 26,3
24 - Season 5, Makarov PM,1
24 - Season 5, SIG-Sauer P226,4
24 - Season 5, SIG Non Gun,2
24 - Season 5, SIG-Sauer P226 SL Sport II,1
24 - Season 5, SIG-Sauer P228,3
24 - Season 5, Smith & Wesson 4506-1,2
24 - Season 5, Walther PPK/S,2
24 - Season 5, Vektor CP1,3
24 - Season 5, Heckler & Koch MP5A2,3
24 - Season 5, Heckler & Koch MP5K,3
24 - Season 5, Heckler & Koch MP5K-PDW,3
24 - Season 5,  Heckler & Koch UMP ,2
24 - Season 5, IMI Uzi,2
24 - Season 5, AK Variants,6
24 - Season 5,  Beretta CX4 Storm ,1
24 - Season 5,  DSA SA58 OSW ,2
24 - Season 5, Heckler & Koch G36C,4
24 - Season 5, Heckler & Koch G36K,1
24 - Season 5, M4A1 Carbine,3
24 - Season 5,  M16A4 ,4
24 - Season 5, Heckler & Koch SL8-1,2
24 - Season 5, Remington Model 700 AICS ,2
24 - Season 5, Browning M2HB Heavy Machine Gun,1
24 - Season 5, Browning M3 Heavy Machine Gun,2
24 - Season 5, M60E3,5
24 - Season 5, M18 Smoke Grenade,2
24 - Season 5, M26 Grenade,1
24 - Season 5, Custom Flamethrower,2
24 - Season 6, Heckler & Koch USP Compact 9mm,9
24 - Season 6, Glock 17,2
24 - Season 6, Glock 17 (Full Auto Conversion),2
24 - Season 6,  Glock 19 ,3
24 - Season 6, Jericho 941R,1
24 - Season 6, Beretta 92FS,4
24 - Season 6, Beretta 92G Elite 1A,1
24 - Season 6, Beretta Px4 Storm,3
24 - Season 6, Makarov PM,3
24 - Season 6, Ruger P94,2
24 - Season 6, SIG Sauer P228,1
24 - Season 6, SIG-Sauer P228 (Two-Tone),2
24 - Season 6, SIG Sauer P229R,1
24 - Season 6, Springfield 1911,3
24 - Season 6, Walther P99,1
24 - Season 6, M16A2,4
24 - Season 6, M4A1,6
24 - Season 6, Heckler & Koch G36C,5
24 - Season 6, AKM,3
24 - Season 6,  AKMS (Custom Short Barrel) ,2
24 - Season 6, AKMS,2
24 - Season 6, AKMSU,1
24 - Season 6, Remington 700PSS,2
24 - Season 6,  Remington 700 (Choate Ultimate Sniper Stock) ,1
24 - Season 6, Browning M2,1
24 - Season 6, Mossberg 500,1
24 - Season 6, Mossberg 500 Cruiser ,1
24 - Season 6, Heckler & Koch MP5A3,2
24 - Season 6, Heckler & Koch MP5K(PDW),2
24 - Season 6, Heckler & Koch MP7A1,2
24 - Season 6, Heckler & Koch UMP,1
24 - Season 6, MAC-10,1
24 - Season 6, Steyr SPP,1
24 - Season 6, General Dynamics M197 Vulcan,2
24 - Season 6, M26 Hand Grenade,1
24 - Season 6, M67 Hand Grenade,1
24 - Season 6, M141 SMAW-D,2
24 - Season 7, Heckler & Koch USP Compact,9
24 - Season 7, Glock 17,8
24 - Season 7, Glock 19,13
24 - Season 7, Beretta 92FS,6
24 - Season 7, Beretta 92G Elite 1A,7
24 - Season 7, Beretta 92FS Inox,1
24 - Season 7, Browning Hi-Power Mark III,6
24 - Season 7, Taurus PT24/7 Pro,3
24 - Season 7, Ruger P95,3
24 - Season 7, SIG-Sauer P228,15
24 - Season 7, SIG Non-Gun,1
24 - Season 7, Kimber Warrior,3
24 - Season 7, Smith & Wesson SW99,3
24 - Season 7, Walther P99,2
24 - Season 7, Walther PPK/S,2
24 - Season 7, Steyr SPP,2
24 - Season 7, Heckler & Koch MP5K,5
24 - Season 7, Heckler & Koch UMP40,3
24 - Season 7, Heckler & Koch MP5SD3,5
24 - Season 7, Non Gun MAC-10,2
24 - Season 7, FN P90,5
24 - Season 7, Heckler & Koch MP7A1,6
24 - Season 7, Heckler & Koch MP5A3,1
24 - Season 7, Heckler & Koch G36C,9
24 - Season 7, SIG SG 552,3
24 - Season 7, AKMS,2
24 - Season 7, M4A1 Carbine,11
24 - Season 7, Mk 18 Mod 0,6
24 - Season 7, FN F2000 Tactical,3
24 - Season 7, Remington 870,2
24 - Season 7, AA-12,3
24 - Season 7, Browning M2HB,1
24 - Season 7, Remington 700 AICS,2
24 - Season 7, AIG Asymmetric Warrior ASW338LM,2
24 - Season 7, M72 LAW,1
24 - Season 7, M203 Grenade Launcher,1
24 - Season 8,,0
24 Japan, Beretta 92FS,3
24 Japan, Glock 17,1
24 Japan, SIG-Sauer P226R,4
24 Japan, SIG-Sauer P230,1
24 Japan, Nambu Model 60,2
24 Japan, AR-15 carbine,1
24 Japan, SVD Dragunov,1
24 Japan, Tranquilizer Pistol,1
24: Legacy, Astra 400,2
24: Legacy, Beretta M9A3,7
24: Legacy, Beretta 92FS,2
24: Legacy, Beretta Cougar,1
24: Legacy, Browning Hi-Power,3
24: Legacy, CZ 75,1
24: Legacy, Glock 17,13
24: Legacy, Glock 17 (Full Auto),1
24: Legacy, Glock 17 (Salient Arms International),1
24: Legacy, Glock 17 (TTI Combat Master Package),1
24: Legacy, Glock 26,1
24: Legacy, Heckler & Koch VP9,1
24: Legacy, IMI Uzi Pistol,1
24: Legacy, SIG-Sauer P226,4
24: Legacy, SIG-Sauer P228,2
24: Legacy, SIG-Sauer P239,2
24: Legacy, Heckler & Koch MP5K,3
24: Legacy, Heckler & Koch MP5K-PDW,5
24: Legacy, Heckler & Koch MP7A1,1
24: Legacy, Intratec TEC-9,1
24: Legacy, SIG-Sauer MPX,1
24: Legacy, AK-47,1
24: Legacy, AKM,1
24: Legacy, AKMS,1
24: Legacy, AKMSU,2
24: Legacy, Colt M4A1,3
24: Legacy, Colt Model 933,3
24: Legacy, Colt Law Enforcement Carbine,1
24: Legacy, FN SCAR-L,2
24: Legacy, Heckler & Koch G36C,2
24: Legacy, IWI Tavor TAR-21,1
24: Legacy, Mk 18 Mod 0,1
24: Legacy, SIG-Sauer MCX,2
24: Legacy, Remington 870,3
24: Legacy, DRD Tactical Paratus-SBR-12,3
24: Legacy, SVD Dragunov,1
24: Legacy, FN Minimi,2
24: Legacy, M61 Vulcan,2
24: Legacy, M67 Frag Grenade,1
24: Legacy, MPD Station Armory,1
24: Legacy, Ranger Photo,1
24: Legacy, Small Arms,1
24: Legacy, Screen Images,2
24: Live Another Day, Heckler & Koch P30,8
24: Live Another Day, Heckler & Koch USP ,1
24: Live Another Day, Glock 17,14
24: Live Another Day,  Glock 18C,2
24: Live Another Day, Glock 19,1
24: Live Another Day, Beretta 92FS,2
24: Live Another Day, Beretta 92FS Inox,1
24: Live Another Day, Beretta Px4 Storm,1
24: Live Another Day," Jericho 941 R ""Baby Eagle""",1
24: Live Another Day, SIG-Sauer P226R,3
24: Live Another Day, SIG-Sauer P232,2
24: Live Another Day, SIG Pro,2
24: Live Another Day, Smith & Wesson 5906,2
24: Live Another Day, Smith & Wesson Bodyguard 380,2
24: Live Another Day, Springfield Armory XD-9 Tactical,1
24: Live Another Day, Steyr M9-A1,2
24: Live Another Day, Steyr S9-A1,1
24: Live Another Day, Walther PP,1
24: Live Another Day, Brügger & Thomet APC9,1
24: Live Another Day, Heckler & Koch MP7A1,4
24: Live Another Day, Heckler & Koch MP5SD,2
24: Live Another Day, Heckler & Koch MP5A3,1
24: Live Another Day, Heckler & Koch MP5K,2
24: Live Another Day, Heckler & Koch MP5KA1,1
24: Live Another Day, IMI Uzi ,1
24: Live Another Day, IMI Mini Uzi,1
24: Live Another Day,  CZ Vz. 61 E Skorpion ,1
24: Live Another Day, M4A1 Carbine,7
24: Live Another Day, Colt Model 933,3
24: Live Another Day, AK47,2
24: Live Another Day, AKS-47,3
24: Live Another Day, Enfield L85A2,4
24: Live Another Day, FN SCAR-H,3
24: Live Another Day, FN SCAR-L,1
24: Live Another Day, Heckler & Koch G36KV,3
24: Live Another Day, Heckler & Koch G36C,2
24: Live Another Day, Heckler & Koch HK416,2
24: Live Another Day, Heckler & Koch HK53,2
24: Live Another Day, SIG SG 552-2,3
24: Live Another Day, Blaser R93 Sniper rifle,1
24: Live Another Day, Remington ACR,2
24: Live Another Day, Remington 700PSS,1
24: Live Another Day, Browning M2,1
24: Live Another Day, Remington 870,1
24: Live Another Day, Mossberg 500 Cruiser,2
24: Live Another Day, Heckler & Koch HK169K,2
24: Live Another Day, M67 Grenade,1
30 Cases of Major Zeman,  Browning Hi-Power ,3
30 Cases of Major Zeman,  CZ 27 ,15
30 Cases of Major Zeman,  CZ 70 ,1
30 Cases of Major Zeman,  CZ DUO ,1
30 Cases of Major Zeman,  Luger P08 ,1
30 Cases of Major Zeman,  Bayard Model 1908 ,1
30 Cases of Major Zeman,  TT-33 ,1
30 Cases of Major Zeman,  Walther P38 ,4
30 Cases of Major Zeman,  Walther PPK ,12
30 Cases of Major Zeman,  Welrod pistol ,1
30 Cases of Major Zeman, Wheellock Pistol,1
30 Cases of Major Zeman,  MP38/40 ,6
30 Cases of Major Zeman,  PPSh-41 ,3
30 Cases of Major Zeman,  Sa Vz. 24 ,2
30 Cases of Major Zeman,  BRNO Model 22F ,2
30 Cases of Major Zeman,  Mannlicher 98 Brno Carbine ,1
30 Cases of Major Zeman,  Mannlicher-Schönauer 1903 ,2
30 Cases of Major Zeman,"  Sniper rifle ""Flintůvka"" ",2
30 Cases of Major Zeman,  Winchester Model 62 ,2
30 Cases of Major Zeman,  Double Barrel Shotgun ,1
30 Rock,  Glock 17 ,4
30 Rock,"  ""Non Descript Pocket Pistol"" Non-Gun ",3
30 Rock,  Kahr K9 ,1
30 Rock,  Walther PPK ,2
30 Rock,  Smith & Wesson Model 10 ,2
30 Rock, Smith & Wesson Schofield,1
30 Rock,  Single Action Army ,2
30 Rock,  Glock 19 ,7
30 Rock, Dueling Pistols,1
30 Rock, Raven Arms MP-25,2
30 Rock,  Double-barreled shotgun ,2
30 Rock, Mossberg 500 Cruiser,3
30 Rock,  M16A2 ,1
30 Rock,  Atlas rifle ,1
30 Rock,  Winchester Model 70 ,3
30 Rock, Remington Model 700,1
30 Rock, Winchester Model 1873,1
30 Rock, Colt Law Enforcement Carbine,1
30 Rock, AKM,1
30 Rock, Unidentifiable AK-type,1
30 Rock, Air Guns,2
30 Rock, Palmer Cap-Chur Long Range Projector,1
30 Rock, Mk 2 Hand Grenade,1
68 Whiskey, M4A1 Carbine,2
68 Whiskey, AKM variants,1
68 Whiskey, M240,1
68 Whiskey, Beretta 92FS,1
77 Sunset Strip, Colt Pocket Positive,0
9-1-1 (2018 TV Series), Glock 17,2
9-1-1 (2018 TV Series), Colt Commander MK IV,2
91 Days, Colt M1911A1,2
91 Days, Remington 1866 Derringer,0
91 Days, Smith & Wesson Model 10,1
91 Days, Colt Single Action Army,0
91 Days, Thompson Submachine Gun,4
91 Days, Winchester Model 1892,0
A Certain Magical Index,  Remington 1866 Derringer ,1
A Certain Magical Index, M1911A1,2
A Certain Magical Index, Beretta 92FS ,1
A Certain Magical Index,  FN F2000 ,7
A Certain Magical Index,  SIG SG552 ,4
A Certain Magical Index,  Barrett M82A1 ,7
A Certain Magical Index, M67 hand grenade,1
A Certain Magical Index II, Beretta 92FS ,1
A Certain Magical Index II, VP70,2
A Certain Magical Index II, Glock 17,3
A Certain Magical Index II, Walther P5,1
A Certain Magical Index II, Walther PPK/S,2
A Certain Magical Index II,  Colt Model 1908 Vest Pocket ,1
A Certain Magical Index II,  CZ-75,1
A Certain Magical Index II, Unknown shotgun,2
A Certain Magical Index II,  FN F2000 ,6
A Certain Magical Index II,  SIG SG552 ,1
A Certain Magical Index II,  Tavor CTAR-21 ,4
A Certain Magical Index II, Panzerfaust 3,2
A Certain Magical Index III, Fictional Pistol,7
A Certain Magical Index III, Glock 17,11
A Certain Magical Index III, Glock 19,2
A Certain Magical Index III, Heckler & Koch VP70,1
A Certain Magical Index III, IMI Desert Eagle,6
A Certain Magical Index III, IMI Uzi Pistol,2
A Certain Magical Index III, M1911A1,2
A Certain Magical Index III, Smart Gun,1
A Certain Magical Index III, Walther PPK,1
A Certain Magical Index III, IMI Uzi,3
A Certain Magical Index III, AK-47,6
A Certain Magical Index III, AK-74,1
A Certain Magical Index III, Bullpup Assault Rifle,2
A Certain Magical Index III, IWI Tavor,2
A Certain Magical Index III, SIG SG 552,2
A Certain Magical Index III, FN FAL,4
A Certain Magical Index III, Afanasev A-12.7,3
A Certain Magical Index III, Browning M2HB,4
A Certain Magical Index III, DShK heavy machine gun,3
A Certain Magical Index III, FN M249E2 SAW,2
A Certain Magical Index III, FN Minimi Para,3
A Certain Magical Index III, GIAT M621,5
A Certain Magical Index III, Gryazev-Shipunov GSh-30-1,1
A Certain Magical Index III, Kord,2
A Certain Magical Index III, M230 Chain Gun,1
A Certain Magical Index III, M240,1
A Certain Magical Index III, PKMT,2
A Certain Magical Index III, Unknown,2
A Certain Magical Index III, MSR-001,4
A Certain Magical Index III, Mk 2 hand grenade,2
A Certain Magical Index III, M26 hand grenade,1
A Certain Magical Index III, Sleep Grenade,1
A Certain Magical Index III, CYMA M052 Pistol Grenade Launcher,2
A Certain Magical Index III, Fictional Rotary Grenade Launcher,7
A Certain Magical Index III, Panzerfaust 3,1
A Certain Magical Index III, Oddly animated weapons,2
A Certain Magical Index III, Bowgun,1
A Certain Magical Index III, HMS Wimbeldon,1
A Certain Magical Index III, Landmimes,2
A Certain Scientific Accelerator, Beretta 92F,1
A Certain Scientific Accelerator, Glock 17,3
A Certain Scientific Accelerator, Taser Pistol,1
A Certain Scientific Accelerator, Walther P99,8
A Certain Scientific Accelerator, FN P90,8
A Certain Scientific Accelerator, SIG SG 552,7
A Certain Scientific Accelerator, Tarantula Machine Gun,2
A Certain Scientific Accelerator, Taotie Machine Gun,2
A Certain Scientific Accelerator, Milkor MGL,2
A Certain Scientific Accelerator, Unknown Underbarrel Grenade Launchers,3
A Certain Scientific Accelerator, Pistol Carbine,7
A Certain Scientific Railgun, Beretta 92FS,4
A Certain Scientific Railgun, M1911,10
A Certain Scientific Railgun, Smith & Wesson Model 29,6
A Certain Scientific Railgun, SIG SG 552,16
A Certain Scientific Railgun, Fictional Rotary Grenade Launcher,11
A Certain Scientific Railgun, GE M134 Minigun,2
A Certain Scientific Railgun, Model 7290 Flashbang,2
A Certain Scientific Railgun S, Beretta 92FS,2
A Certain Scientific Railgun S, Colt Government Model,12
A Certain Scientific Railgun S, Glock 18C,6
A Certain Scientific Railgun S, Colt Rail Gun,7
A Certain Scientific Railgun S, Heckler & Koch MP7A1,2
A Certain Scientific Railgun S, FN F2000 with GL-1,21
A Certain Scientific Railgun S, SIG SG 552,5
A Certain Scientific Railgun S, SVD,3
A Certain Scientific Railgun S, Barrett M82A1,2
A Certain Scientific Railgun S, Fictional Rotary Cannon,7
A Certain Scientific Railgun S, M84 Flashbang,2
A Certain Scientific Railgun S, Academy City Military,2
A Certain Scientific Railgun T, Beretta 92F,1
A Certain Scientific Railgun T, Glock pistol,6
A Certain Scientific Railgun T, Starter Pistol,1
A Certain Scientific Railgun T, FN SCAR-H,1
A Certain Scientific Railgun T, Remington Model 870,2
A Certain Scientific Railgun T, Remington Model 700,2
A Certain Scientific Railgun T, Sleeve Gun,2
A Rumor of War, Beretta BM59,2
A Rumor of War, Fake M14 Rifles (mocked up from M1 Garand),3
A Rumor of War, M1 Carbine,1
A Rumor of War, Valmet M71S,1
A Rumor of War, Colt M1911,1
A Rumor of War, Winchester Model 1897 Trench shotgun,2
A Rumor of War, M60,4
A Touch of Cloth,,0
A Touch of Cloth - Season 1, Glock 17,4
A Touch of Cloth - Season 1, Crossbow Pistol,2
A Touch of Cloth - Season 2, Glock 17,6
A Touch of Cloth - Season 2, SIG-Sauer P226 (Stainless Slide),3
A Touch of Cloth - Season 2, Beretta 92FS,7
A Touch of Cloth - Season 2, Beretta 92FS Inox,6
A Touch of Cloth - Season 2, Heckler & Koch USP Compact (Stainless Slide),3
A Touch of Cloth - Season 2, Colt M1911 (Nickel),3
A Touch of Cloth - Season 2, CZ 75,4
A Touch of Cloth - Season 2, Walther PPK (Stainless),3
A Touch of Cloth - Season 2, Smith & Wesson Model 65,3
A Touch of Cloth - Season 2, Remington Model 870,2
A Touch of Cloth - Season 2, Unknown Pump Action Shotgun,2
A Touch of Cloth - Season 3, Glock 17,8
A Touch of Cloth - Season 3, Beretta Model 70 (Suppressed),6
A Touch of Cloth - Season 3, Beretta 92FS Inox,1
A Touch of Cloth - Season 3, Heckler & Koch USP,1
A Touch of Cloth - Season 3, Colt Detective Special (3rd Gen),1
A Touch of Cloth - Season 3, Smith & Wesson Model 29,1
"A-Team, The (TV Series)",,0
"A-Team, The - Season 1",  Browning Hi-Power ,1
"A-Team, The - Season 1",  Beretta M951 ,1
"A-Team, The - Season 1",  Colt M1911 ,2
"A-Team, The - Season 1",  Heckler & Koch P9S ,1
"A-Team, The - Season 1",  Star Model B ,2
"A-Team, The - Season 1",  Star Model BM ,1
"A-Team, The - Season 1",  Colt Lawman MK III ,2
"A-Team, The - Season 1",  Colt Python ,1
"A-Team, The - Season 1", Colt Detective Special,1
"A-Team, The - Season 1", Colt Detective Special (3rd Generation),1
"A-Team, The - Season 1",  Smith & Wesson Model 10 ,1
"A-Team, The - Season 1",  Smith & Wesson Model 14 ,1
"A-Team, The - Season 1",  Smith & Wesson Model 29 ,1
"A-Team, The - Season 1",  Webley Mk VI ,1
"A-Team, The - Season 1",  Thompson M1928 ,1
"A-Team, The - Season 1",  Thompson M1928A1 ,1
"A-Team, The - Season 1",  Smith & Wesson 76 ,1
"A-Team, The - Season 1",  MAC-10 ,1
"A-Team, The - Season 1"," Fake Uzi Submachine gun aka ""The MAC-Uzi"" (modified MAC-10)",3
"A-Team, The - Season 1", Spitfire Carbine ,2
"A-Team, The - Season 1",  M16/SP1 ,3
