Name,Firearm,Use count
Airwolf - Season 3,  M60 ,1
Airwolf - Season 3, FIM-43 Redeye,1
Airwolf - Season 4, Guns of Airwolf,1
Airwolf - Season 4, M1911A1,1
Airwolf - Season 4,  Colt Detective Special ,2
Airwolf - Season 4, Walther PPK,1
Airwolf - Season 4, Walther PPK (Stainless),1
Airwolf - Season 4, M16 (SP1),1
Airwolf - Season 4,  Mosin Nagant Rifle ,1
Ajin (2016), Nambu Model 60,2
Ajin (2016), Colt 1911A1,3
Ajin (2016)," Winchester Model 1897 ""Trench Gun""",2
Ajin (2016), M4 Carbine,3
Ajin (2016), AK-47,4
Ajin (2016), DShK heavy machine gun,2
Ajin (2016), RPG-7,3
Ajin (2016), Orion Flare Gun,1
Ajin (2016), Tranquilizer Rifle,3
Alarm für Cobra 11 - Die Autobahnpolizei,,0
Alarm für Cobra 11 - Season 10, Walther P88C,4
Alarm für Cobra 11 - Season 10, Beretta 92FS,1
Alarm für Cobra 11 - Season 10, Beretta Model 70,1
Alarm für Cobra 11 - Season 10, Colt Gold Cup National Match,3
Alarm für Cobra 11 - Season 10, CZ 75 Automatic,1
Alarm für Cobra 11 - Season 10, Glock 17,2
Alarm für Cobra 11 - Season 10, Heckler & Koch P7K3,1
Alarm für Cobra 11 - Season 10, SIG-Sauer P225,2
Alarm für Cobra 11 - Season 10, Smith & Wesson 39,1
Alarm für Cobra 11 - Season 10, Taurus PT92AFS,2
Alarm für Cobra 11 - Season 10, Vektor SP1 Sport,1
Alarm für Cobra 11 - Season 10, Walther P38,1
Alarm für Cobra 11 - Season 10, Colt Python,1
Alarm für Cobra 11 - Season 10, Smith & Wesson Model 19,1
Alarm für Cobra 11 - Season 10, Smith & Wesson Model 686,2
Alarm für Cobra 11 - Season 10, Unidentified Revolver,1
Alarm für Cobra 11 - Season 10, Heckler & Koch MP5A5,1
Alarm für Cobra 11 - Season 10, Franchi SPAS-12,1
Alarm für Cobra 11 - Season 10, Winchester Model 1300,2
Alarm für Cobra 11 - Season 10, Arsenal AR-SF,1
Alarm für Cobra 11 - Season 10, Arsenal SA-M5,1
Alarm für Cobra 11 - Season 10, Heckler & Koch SL8-4,1
Alarm für Cobra 11 - Season 11, Walther P88C,10
Alarm für Cobra 11 - Season 11, Beretta 92FS,2
Alarm für Cobra 11 - Season 11, Glock 17,2
Alarm für Cobra 11 - Season 11, Heckler & Koch P7M13,1
Alarm für Cobra 11 - Season 11, Heckler & Koch USP Compact,1
Alarm für Cobra 11 - Season 11, KSC M93R,1
Alarm für Cobra 11 - Season 11, SIG-Sauer P225,4
Alarm für Cobra 11 - Season 11, SIG-Sauer P228,1
Alarm für Cobra 11 - Season 11, Smith & Wesson 5906,2
Alarm für Cobra 11 - Season 11, Taurus PT92AFS,1
Alarm für Cobra 11 - Season 11, Walther P38,1
Alarm für Cobra 11 - Season 11, Blow 38,1
Alarm für Cobra 11 - Season 11, Smith & Wesson Model 19,1
Alarm für Cobra 11 - Season 11, Heckler & Koch MP5A3,1
Alarm für Cobra 11 - Season 11, IMI Uzi,1
Alarm für Cobra 11 - Season 11, Heckler & Koch G3A3,1
Alarm für Cobra 11 - Season 11, ZiS-3 divisional gun,1
Alarm für Cobra 11 - Season 12, Walther P88C,8
Alarm für Cobra 11 - Season 12, Beretta 92FS,3
Alarm für Cobra 11 - Season 12, CZ 75 Automatic,2
Alarm für Cobra 11 - Season 12, CZ 75B,1
Alarm für Cobra 11 - Season 12, Glock 17,3
Alarm für Cobra 11 - Season 12, Heckler & Koch P7M13,1
Alarm für Cobra 11 - Season 12, Heckler & Koch USP,1
Alarm für Cobra 11 - Season 12, SIG-Sauer P225,6
Alarm für Cobra 11 - Season 12, SIG-Sauer P228,1
Alarm für Cobra 11 - Season 12, SIG-Sauer P229,1
Alarm für Cobra 11 - Season 12, Taurus PT92AFS,2
Alarm für Cobra 11 - Season 12," Umarex ""Colt Government 1911 A1"" Replica",1
Alarm für Cobra 11 - Season 12, Vektor CP1,1
Alarm für Cobra 11 - Season 12, Vektor SP1 Sport,1
Alarm für Cobra 11 - Season 12, Walther P38,2
Alarm für Cobra 11 - Season 12, Blow 38,1
Alarm für Cobra 11 - Season 12, Colt Python,1
Alarm für Cobra 11 - Season 12, Smith & Wesson Model 19,2
Alarm für Cobra 11 - Season 12, Smith & Wesson Model 66,7
Alarm für Cobra 11 - Season 12, Smith & Wesson Model 442,2
Alarm für Cobra 11 - Season 12, Heckler & Koch MP5A2,2
Alarm für Cobra 11 - Season 12, Heckler & Koch MP5A3,6
Alarm für Cobra 11 - Season 12, Heckler & Koch MP5A5,1
Alarm für Cobra 11 - Season 12, Heckler & Koch MP5K,3
Alarm für Cobra 11 - Season 12, Heckler & Koch MP5K-PDW,3
Alarm für Cobra 11 - Season 12, Heckler & Koch MP5SD3,5
Alarm für Cobra 11 - Season 12, Heckler & Koch UMP-9,2
Alarm für Cobra 11 - Season 12, Heckler & Koch UMP45,1
Alarm für Cobra 11 - Season 12, IMI Micro Uzi,4
Alarm für Cobra 11 - Season 12, IMI Mini Uzi,1
Alarm für Cobra 11 - Season 12, IMI Uzi,2
Alarm für Cobra 11 - Season 12, Ingram MAC-10,1
Alarm für Cobra 11 - Season 12, Intratec TEC-9,1
Alarm für Cobra 11 - Season 12, Mossberg 500,2
Alarm für Cobra 11 - Season 12, Mossberg 500 Cruiser,4
Alarm für Cobra 11 - Season 12, Winchester Model 1300,2
Alarm für Cobra 11 - Season 12, Arsenal AR-SF,2
Alarm für Cobra 11 - Season 12, Heckler & Koch G3A4,2
Alarm für Cobra 11 - Season 12, Heckler & Koch SL8-4,1
Alarm für Cobra 11 - Season 12, Mauser 86 SR,2
Alarm für Cobra 11 - Season 12, Walther JR,3
Alarm für Cobra 11 - Season 13, Walther P88C,10
Alarm für Cobra 11 - Season 13, Beretta 92FS,2
Alarm für Cobra 11 - Season 13, Beretta 93R,1
Alarm für Cobra 11 - Season 13, Glock 17,1
Alarm für Cobra 11 - Season 13, Heckler & Koch P7K3,1
Alarm für Cobra 11 - Season 13,  Heckler & Koch USP Compact ,1
Alarm für Cobra 11 - Season 13, SIG-Sauer P225,1
Alarm für Cobra 11 - Season 13, Sphinx AT 2000P,1
Alarm für Cobra 11 - Season 13, Mossberg 500,2
Alarm für Cobra 11 - Season 13, Heckler & Koch MP5A2,2
Alarm für Cobra 11 - Season 13, Heckler & Koch MP5A3,3
Alarm für Cobra 11 - Season 13, Heckler & Koch MP5K,1
Alarm für Cobra 11 - Season 13, Heckler & Koch MP5SD3,2
Alarm für Cobra 11 - Season 13, IMI Uzi,1
Alarm für Cobra 11 - Season 14, Walther P88C,10
Alarm für Cobra 11 - Season 14, Beretta 92FS,5
Alarm für Cobra 11 - Season 14, Beretta 92FS Inox,2
Alarm für Cobra 11 - Season 14, Heckler & Koch P2000,1
Alarm für Cobra 11 - Season 14, Heckler & Koch USP,1
Alarm für Cobra 11 - Season 14, KSC M93R,1
Alarm für Cobra 11 - Season 14, SIG-Sauer P225,4
Alarm für Cobra 11 - Season 14, Smith & Wesson 39,1
Alarm für Cobra 11 - Season 14, Sphinx AT 2000P,1
Alarm für Cobra 11 - Season 14, Taurus PT92AFS,2
Alarm für Cobra 11 - Season 14, Vektor CP1,2
Alarm für Cobra 11 - Season 14, Vektor SP1 Sport,2
Alarm für Cobra 11 - Season 14, Smith & Wesson Model 19,1
Alarm für Cobra 11 - Season 14, Smith & Wesson Model 66,2
Alarm für Cobra 11 - Season 14, Unidentified Revolver,1
Alarm für Cobra 11 - Season 14, Unidentified Revolver,1
Alarm für Cobra 11 - Season 14, Smith & Wesson Model 66 (Snub),2
Alarm für Cobra 11 - Season 14, Heckler & Koch MP5A2,2
Alarm für Cobra 11 - Season 14, Heckler & Koch MP5A3,2
Alarm für Cobra 11 - Season 14, Heckler & Koch MP5K-PDW,2
Alarm für Cobra 11 - Season 14, Heckler & Koch MP5SD3,2
Alarm für Cobra 11 - Season 14, Intratec TEC-9,1
Alarm für Cobra 11 - Season 14, Franchi SPAS-12,1
Alarm für Cobra 11 - Season 14, Mossberg 500 Cruiser,2
Alarm für Cobra 11 - Season 14, Mossberg 500,1
Alarm für Cobra 11 - Season 14, Unidentified Shotguns,7
Alarm für Cobra 11 - Season 14, Winchester Model 1300,2
Alarm für Cobra 11 - Season 14, Arsenal AR-SF,1
Alarm für Cobra 11 - Season 14,  Mk 2 hand grenade ,2
Alarm für Cobra 11 - Season 14, Unidentified grappling hook launcher,2
Alarm für Cobra 11 - Season 15, Walther P88C,11
Alarm für Cobra 11 - Season 15, Beretta 92FS,1
Alarm für Cobra 11 - Season 15, Beretta 92FS Inox,2
Alarm für Cobra 11 - Season 15, CZ 75 Automatic,1
Alarm für Cobra 11 - Season 15, Glock 17,1
Alarm für Cobra 11 - Season 15, Heckler & Koch P7K3,1
Alarm für Cobra 11 - Season 15, Heckler & Koch P2000,2
Alarm für Cobra 11 - Season 15, Jericho 941,2
Alarm für Cobra 11 - Season 15, KSC M93R,1
Alarm für Cobra 11 - Season 15, SIG-Sauer P225,7
Alarm für Cobra 11 - Season 15, SIG-Sauer P228,1
Alarm für Cobra 11 - Season 15, Sphinx AT-2000P,2
Alarm für Cobra 11 - Season 15," Umarex ""Colt Government 1911 A1"" Replica",4
Alarm für Cobra 11 - Season 15, Unidentified Pistol,1
Alarm für Cobra 11 - Season 15, Walther P1,1
Alarm für Cobra 11 - Season 15, Walther P99,1
Alarm für Cobra 11 - Season 15, Smith & Wesson Model 19,1
Alarm für Cobra 11 - Season 15, Unidentified Revolver,3
Alarm für Cobra 11 - Season 15, Double Barreled Shotgun,4
Alarm für Cobra 11 - Season 15, Mossberg 500 Cruiser,1
Alarm für Cobra 11 - Season 15, Heckler & Koch MP5A2,3
Alarm für Cobra 11 - Season 15, Heckler & Koch MP5A3,6
Alarm für Cobra 11 - Season 15, Heckler & Koch MP5K,1
Alarm für Cobra 11 - Season 15, Heckler & Koch MP5K-PDW,1
Alarm für Cobra 11 - Season 15, Heckler & Koch MP5SD3,3
Alarm für Cobra 11 - Season 15, IMI Mini Uzi,1
Alarm für Cobra 11 - Season 15, IMI Uzi,2
Alarm für Cobra 11 - Season 15, Colt CAR-15,2
Alarm für Cobra 11 - Season 15, Heckler & Koch G36,2
Alarm für Cobra 11 - Season 15, Heckler & Koch G36K,1
Alarm für Cobra 11 - Season 15, Heckler & Koch SL8,1
Alarm für Cobra 11 - Season 15, Unidentified Mauser Sniper Rifle,2
Alarm für Cobra 11 - Season 15, Smith & Wesson 276 Gas Gun,1
Alarm für Cobra 11 - Season 16, Walther P88C,10
Alarm für Cobra 11 - Season 16, Beretta 92FS,2
Alarm für Cobra 11 - Season 16, Beretta 92FS Inox,1
Alarm für Cobra 11 - Season 16, Bersa Thunder 380,1
Alarm für Cobra 11 - Season 16, CZ 75,1
Alarm für Cobra 11 - Season 16, Glock 17,3
Alarm für Cobra 11 - Season 16, Heckler & Koch USP,2
Alarm für Cobra 11 - Season 16, SIG-Sauer P225,6
Alarm für Cobra 11 - Season 16, SIG-Sauer P228,4
Alarm für Cobra 11 - Season 16, Sphinx AT-2000P,5
Alarm für Cobra 11 - Season 16, Stechkin APS,3
Alarm für Cobra 11 - Season 16, Taurus PT92AFS,1
Alarm für Cobra 11 - Season 16," Umarex ""Colt Government 1911 A1"" Replica (Nickel Finish)",1
Alarm für Cobra 11 - Season 16, Vektor CP1,1
Alarm für Cobra 11 - Season 16, Walther PP,1
Alarm für Cobra 11 - Season 16, Smith & Wesson Bodyguard,2
Alarm für Cobra 11 - Season 16, Unidentified Revolver,1
Alarm für Cobra 11 - Season 16, Heckler & Koch MP5A2,1
Alarm für Cobra 11 - Season 16, Heckler & Koch MP5A3,6
Alarm für Cobra 11 - Season 16, Heckler & Koch MP5K,1
Alarm für Cobra 11 - Season 16, Heckler & Koch MP5SD3,1
Alarm für Cobra 11 - Season 16, Heckler & Koch UMP-9,1
Alarm für Cobra 11 - Season 16, IMI Uzi,1
Alarm für Cobra 11 - Season 16, Armsel Protecta,2
Alarm für Cobra 11 - Season 16, Mossberg 500 Cruiser,2
Alarm für Cobra 11 - Season 16, Arsenal SA-M5,1
Alarm für Cobra 11 - Season 16, Arsenal AR-SF,2
Alarm für Cobra 11 - Season 16, Heckler & Koch G36,1
Alarm für Cobra 11 - Season 16, Heckler & Koch G36K,1
Alarm für Cobra 11 - Season 16, DSR-precision GmbH DSR-1,4
Alarm für Cobra 11 - Season 16, Mauser SR-97,2
Alarm für Cobra 11 - Season 16, Unidentified Sniper Rifle,3
Alarm für Cobra 11 - Season 17, Walther P88C,4
Alarm für Cobra 11 - Season 17, Beretta 92FS,4
Alarm für Cobra 11 - Season 17, Beretta 92FS Inox,1
Alarm für Cobra 11 - Season 17, Glock 28,1
Alarm für Cobra 11 - Season 17, Heckler & Koch P7,2
Alarm für Cobra 11 - Season 17, Heckler & Koch P2000,1
Alarm für Cobra 11 - Season 17, Heckler & Koch USP,1
Alarm für Cobra 11 - Season 17, Heckler & Koch USP Compact,1
Alarm für Cobra 11 - Season 17, Jericho 941,1
Alarm für Cobra 11 - Season 17, SIG-Sauer P225,1
Alarm für Cobra 11 - Season 17, SIG-Sauer P228,2
Alarm für Cobra 11 - Season 17, Sphinx AT 2000P,1
Alarm für Cobra 11 - Season 17," Umarex ""Colt Government 1911 A1"" Replica",2
Alarm für Cobra 11 - Season 17, Blow 38,1
Alarm für Cobra 11 - Season 17, Smith & Wesson Model 686,2
Alarm für Cobra 11 - Season 17, Brügger & Thomet MP-9,2
Alarm für Cobra 11 - Season 17, Heckler & Koch MP5A3,2
Alarm für Cobra 11 - Season 17, Heckler & Koch MP5K,1
Alarm für Cobra 11 - Season 17, Heckler & Koch MP5K-PDW,1
Alarm für Cobra 11 - Season 17, Heckler & Koch MP5SD3,2
Alarm für Cobra 11 - Season 17, IMI Uzi,1
Alarm für Cobra 11 - Season 17, Heckler & Koch G3A3,4
Alarm für Cobra 11 - Season 18, Walther P88C,7
Alarm für Cobra 11 - Season 18, Beretta 92FS,3
Alarm für Cobra 11 - Season 18, Beretta 92FS Inox,2
Alarm für Cobra 11 - Season 18, CZ 75B,3
Alarm für Cobra 11 - Season 18, Heckler & Koch P2000,2
Alarm für Cobra 11 - Season 18, Heckler & Koch USP Compact,2
Alarm für Cobra 11 - Season 18, SIG-Sauer P225,1
Alarm für Cobra 11 - Season 18, SIG-Sauer P228,1
Alarm für Cobra 11 - Season 18, Sphinx AT 2000P,2
Alarm für Cobra 11 - Season 18, Walther PP,2
Alarm für Cobra 11 - Season 18, Heckler & Koch MP5A3,3
Alarm für Cobra 11 - Season 18, Heckler & Koch MP5K,1
Alarm für Cobra 11 - Season 18, Heckler & Koch MP5SD3,1
Alarm für Cobra 11 - Season 18, Heckler & Koch UMP-9,1
Alarm für Cobra 11 - Season 18, Heckler & Koch PSG-1,3
Alarm für Cobra 11 - Season 18, Heckler & Koch SL8-4,3
Alarm für Cobra 11 - Season 19, Walther P88C,11
Alarm für Cobra 11 - Season 19, Astra 300,1
Alarm für Cobra 11 - Season 19, Beretta 92FS,6
Alarm für Cobra 11 - Season 19, Beretta 92FS Inox,3
Alarm für Cobra 11 - Season 19, Glock 17,2
Alarm für Cobra 11 - Season 19, Heckler & Koch P2000,1
Alarm für Cobra 11 - Season 19, Heckler & Koch USP,1
Alarm für Cobra 11 - Season 19, SIG-Sauer P225,2
Alarm für Cobra 11 - Season 19, SIG-Sauer P228,2
Alarm für Cobra 11 - Season 19, Sphinx AT 2000P,2
Alarm für Cobra 11 - Season 19," Umarex ""Colt Government 1911 A1"" Replica (Nickel Finish)",1
Alarm für Cobra 11 - Season 19, Vektor CP1,2
Alarm für Cobra 11 - Season 19, Unidentified Pistol,2
Alarm für Cobra 11 - Season 19, Brügger & Thomet MP-9 ,1
Alarm für Cobra 11 - Season 19, Heckler & Koch MP5A2,1
Alarm für Cobra 11 - Season 19, Heckler & Koch MP5A3,5
Alarm für Cobra 11 - Season 19, Heckler & Koch MP5SD3,1
Alarm für Cobra 11 - Season 19, Heckler & Koch UMP-9,1
Alarm für Cobra 11 - Season 19, Franchi SPAS-12,1
Alarm für Cobra 11 - Season 19, AKMS,1
Alarm für Cobra 11 - Season 19, Heckler & Koch G3SG/1 ,1
Alarm für Cobra 11 - Season 19, Heckler & Koch PSG-1,1
Alarm für Cobra 11 - Season 19, Heckler & Koch SL8-5,1
Alarm für Cobra 11 - Season 20, Walther P88C,19
Alarm für Cobra 11 - Season 20, Beretta 92FS,5
Alarm für Cobra 11 - Season 20, Beretta 92FS Inox,5
Alarm für Cobra 11 - Season 20, CZ 75 Automatic,1
Alarm für Cobra 11 - Season 20, Glock 17,2
Alarm für Cobra 11 - Season 20, Heckler & Koch P7,1
Alarm für Cobra 11 - Season 20, Heckler & Koch P2000,2
Alarm für Cobra 11 - Season 20, Heckler & Koch USP Compact,1
Alarm für Cobra 11 - Season 20, KSC M93R,1
Alarm für Cobra 11 - Season 20, SIG-Sauer P225,3
Alarm für Cobra 11 - Season 20, SIG-Sauer P228,4
Alarm für Cobra 11 - Season 20, Sphinx AT 2000P,3
Alarm für Cobra 11 - Season 20," Umarex ""Colt Government 1911 A1"" Replica",2
Alarm für Cobra 11 - Season 20, Walther P99,1
Alarm für Cobra 11 - Season 20, Walther PPK,2
Alarm für Cobra 11 - Season 20, Colt Python,4
Alarm für Cobra 11 - Season 20, Smith & Wesson Bodyguard,2
Alarm für Cobra 11 - Season 20, Smith & Wesson Model 19,1
Alarm für Cobra 11 - Season 20, Unidentified Revolver,1
Alarm für Cobra 11 - Season 20, Franchi SPAS-12,1
Alarm für Cobra 11 - Season 20, Brügger & Thomet MP-9,1
Alarm für Cobra 11 - Season 20, Heckler & Koch MP5A3,3
Alarm für Cobra 11 - Season 20, Heckler & Koch MP5SD3,1
Alarm für Cobra 11 - Season 20, Heckler & Koch MP7,2
Alarm für Cobra 11 - Season 20, Heckler & Koch UMP-9,1
Alarm für Cobra 11 - Season 20, IMI Mini Uzi,1
Alarm für Cobra 11 - Season 20, IMI Uzi,1
Alarm für Cobra 11 - Season 20, Heckler & Koch G36C,3
Alarm für Cobra 11 - Season 20, Heckler & Koch SL8-5,2
Alarm für Cobra 11 - Season 21, SIG-Sauer P225,10
Alarm für Cobra 11 - Season 21, Walther P88C,9
Alarm für Cobra 11 - Season 21, Beretta 92FS,4
Alarm für Cobra 11 - Season 21, Beretta 92FS Inox,3
Alarm für Cobra 11 - Season 21, CZ 75,3
Alarm für Cobra 11 - Season 21, Glock 17,3
Alarm für Cobra 11 - Season 21, Heckler & Koch P2000,6
Alarm für Cobra 11 - Season 21, Heckler & Koch USP,1
Alarm für Cobra 11 - Season 21, SIG-Sauer P226,1
Alarm für Cobra 11 - Season 21, SIG-Sauer P228,4
Alarm für Cobra 11 - Season 21, Sphinx AT 2000P,3
Alarm für Cobra 11 - Season 21, Walther P99,1
Alarm für Cobra 11 - Season 21, Colt Python,1
Alarm für Cobra 11 - Season 21, Unidentified Revolver,1
Alarm für Cobra 11 - Season 21, Unidentified Revolver,1
Alarm für Cobra 11 - Season 21, Franchi SPAS-12,1
Alarm für Cobra 11 - Season 21, Heckler & Koch MP5A3,7
Alarm für Cobra 11 - Season 21, Heckler & Koch MP5A5,2
Alarm für Cobra 11 - Season 21, Heckler & Koch MP5K,2
Alarm für Cobra 11 - Season 21, Heckler & Koch MP5SD3,1
Alarm für Cobra 11 - Season 21, Heckler & Koch MP7,5
Alarm für Cobra 11 - Season 21, IMI Micro Uzi,1
Alarm für Cobra 11 - Season 21, Intratec TEC-9,1
Alarm für Cobra 11 - Season 21, Arsenal AR-SF,2
Alarm für Cobra 11 - Season 21, DSR-precision GmbH DSR-1,2
Alarm für Cobra 11 - Season 22, SIG-Sauer P225,11
Alarm für Cobra 11 - Season 22, Walther P88C,6
Alarm für Cobra 11 - Season 22, Beretta 92FS,2
Alarm für Cobra 11 - Season 22, Beretta 92FS Inox,1
Alarm für Cobra 11 - Season 22, Heckler & Koch P7,1
Alarm für Cobra 11 - Season 22, Heckler & Koch P2000,2
Alarm für Cobra 11 - Season 22, SIG-Sauer P228,3
Alarm für Cobra 11 - Season 22, Sphinx AT 2000P,1
Alarm für Cobra 11 - Season 22, Taurus PT92AFS,1
Alarm für Cobra 11 - Season 22, Unidentified Revolver,3
Alarm für Cobra 11 - Season 22, Heckler & Koch MP5A3,1
Alarm für Cobra 11 - Season 22, Heckler & Koch MP5SD3,2
Alarm für Cobra 11 - Season 23, SIG-Sauer P225,10
Alarm für Cobra 11 - Season 23, Walther P88C,5
Alarm für Cobra 11 - Season 23, Beretta 92FS Inox,5
Alarm für Cobra 11 - Season 23, Colt MK IV Series 70,1
Alarm für Cobra 11 - Season 23, Glock 17,1
Alarm für Cobra 11 - Season 23, Heckler & Koch P7,1
Alarm für Cobra 11 - Season 23, Heckler & Koch USP,2
Alarm für Cobra 11 - Season 23, SIG-Sauer P226,1
Alarm für Cobra 11 - Season 23, SIG-Sauer P228,4
Alarm für Cobra 11 - Season 23, Walther P99,1
Alarm für Cobra 11 - Season 23, Walther PPK,1
Alarm für Cobra 11 - Season 23, Armsel Protecta,1
Alarm für Cobra 11 - Season 23, Franchi SPAS-12,2
Alarm für Cobra 11 - Season 23, Heckler & Koch MP5A2,1
Alarm für Cobra 11 - Season 23, Heckler & Koch MP5A3,5
Alarm für Cobra 11 - Season 23, Heckler & Koch MP5K,1
Alarm für Cobra 11 - Season 23, Heckler & Koch MP7,2
Alarm für Cobra 11 - Season 23, Heckler & Koch UMP-9,1
Alarm für Cobra 11 - Season 23, IMI Micro Uzi,3
Alarm für Cobra 11 - Season 23, Intratec TEC-9,1
Alarm für Cobra 11 - Season 23, AKM,1
Alarm für Cobra 11 - Season 23, Arsenal SA-M5,1
Alarm für Cobra 11 - Season 23, Heckler & Koch G36,2
Alarm für Cobra 11 - Season 23, Heckler & Koch G36K,1
Alarm für Cobra 11 - Season 23, Unidentified Rifles,2
Alarm für Cobra 11 - Season 23, DSR-precision GmbH DSR-1,2
Alarm für Cobra 11 - Season 23, Mauser SR-97,1
Alarm für Cobra 11 - Season 24, SIG-Sauer P225,9
Alarm für Cobra 11 - Season 24, Walther P88C,8
Alarm für Cobra 11 - Season 24, Beretta 92FS,4
Alarm für Cobra 11 - Season 24, Beretta 92FS Inox,4
Alarm für Cobra 11 - Season 24, Glock 17,3
Alarm für Cobra 11 - Season 24, Heckler & Koch P2000,8
Alarm für Cobra 11 - Season 24, KSC M93R,1
Alarm für Cobra 11 - Season 24, SIG-Sauer P228,3
Alarm für Cobra 11 - Season 24, Sphinx AT 2000P,2
Alarm für Cobra 11 - Season 24, Taurus PT92AFS,2
Alarm für Cobra 11 - Season 24," Umarex ""Colt Government 1911 A1"" Replica (Nickel Finish)",1
Alarm für Cobra 11 - Season 24, Unidentified Pistol,1
Alarm für Cobra 11 - Season 24, Walther P99,2
Alarm für Cobra 11 - Season 24, Armsel Protecta,2
Alarm für Cobra 11 - Season 24, Franchi SPAS-12,1
Alarm für Cobra 11 - Season 24, Mossberg 500 Cruiser,2
Alarm für Cobra 11 - Season 24, Unidentified Shotgun,2
Alarm für Cobra 11 - Season 24, Brügger & Thomet TP-9,1
Alarm für Cobra 11 - Season 24, Heckler & Koch MP5A3,6
Alarm für Cobra 11 - Season 24, Heckler & Koch MP5K,1
Alarm für Cobra 11 - Season 24, Heckler & Koch MP5SD3,1
Alarm für Cobra 11 - Season 24, Heckler & Koch MP7,2
Alarm für Cobra 11 - Season 24, IMI Micro Uzi,3
Alarm für Cobra 11 - Season 24, IMI Mini Uzi,2
Alarm für Cobra 11 - Season 24, IMI Uzi,1
Alarm für Cobra 11 - Season 24, AK-74,1
Alarm für Cobra 11 - Season 24, Arsenal SA-M5,1
Alarm für Cobra 11 - Season 24, Arsenal AR-SF,1
Alarm für Cobra 11 - Season 24, Heckler & Koch G3KA4,1
Alarm für Cobra 11 - Season 24, Heckler & Koch G36K,1
Alarm für Cobra 11 - Season 24, Heckler & Koch PSG-1,1
Alarm für Cobra 11 - Season 24, Sauer Model 202 Takedown LE,4
Alarm für Cobra 11 - Season 24, Leuchtpistole,1
Alarm für Cobra 11 - Season 25, SIG-Sauer P225,6
Alarm für Cobra 11 - Season 25, Walther P88C,5
Alarm für Cobra 11 - Season 25, Beretta 92FS,3
Alarm für Cobra 11 - Season 25, Beretta 92FS Inox,2
Alarm für Cobra 11 - Season 25, Glock 17,2
Alarm für Cobra 11 - Season 25, SIG-Sauer P228,1
Alarm für Cobra 11 - Season 25, Sphinx AT 2000P,2
Alarm für Cobra 11 - Season 25," Umarex ""Colt Government 1911 A1"" Replica",2
Alarm für Cobra 11 - Season 25, Walther PPK,1
Alarm für Cobra 11 - Season 25, Heckler & Koch MP5A3,2
Alarm für Cobra 11 - Season 25, Heckler & Koch MP5K-PDW,1
Alarm für Cobra 11 - Season 25, Heckler & Koch MP5SD3,1
Alarm für Cobra 11 - Season 25, Arsenal SA-M5,3
Alarm für Cobra 11 - Season 25, DSR-precision GmbH DSR-1,1
Alarm für Cobra 11 - Season 26, SIG-Sauer P225,10
Alarm für Cobra 11 - Season 26, Walther P88C,8
Alarm für Cobra 11 - Season 26, Beretta 92FS,2
Alarm für Cobra 11 - Season 26, Beretta 92FS Inox,5
Alarm für Cobra 11 - Season 26, Glock 17,4
Alarm für Cobra 11 - Season 26, Glock 26,2
Alarm für Cobra 11 - Season 26, Heckler & Koch USP Compact,1
Alarm für Cobra 11 - Season 26, SIG-Sauer P228,6
Alarm für Cobra 11 - Season 26, Sphinx AT 2000P,2
Alarm für Cobra 11 - Season 26," Umarex ""Colt Government 1911 A1"" Replica",1
Alarm für Cobra 11 - Season 26," Umarex ""Colt Government 1911 A1"" Replica (Nickel Finish)",1
Alarm für Cobra 11 - Season 26, Vektor SP1 Sport,1
Alarm für Cobra 11 - Season 26, Walther P38,2
Alarm für Cobra 11 - Season 26, Brügger & Thomet TP-9,3
Alarm für Cobra 11 - Season 26, Heckler & Koch MP5A3,6
Alarm für Cobra 11 - Season 26, Heckler & Koch MP5K,1
Alarm für Cobra 11 - Season 26, Heckler & Koch MP5SD3,1
Alarm für Cobra 11 - Season 26, Heckler & Koch UMP-9,2
Alarm für Cobra 11 - Season 26, IMI Micro Uzi,2
Alarm für Cobra 11 - Season 26, IMI Uzi,2
Alarm für Cobra 11 - Season 26, Franchi SPAS-12,1
Alarm für Cobra 11 - Season 26, Mossberg 500 Cruiser,2
Alarm für Cobra 11 - Season 26, AKM,1
Alarm für Cobra 11 - Season 26, Arsenal AR-SF,1
Alarm für Cobra 11 - Season 26, Colt M16A2,2
Alarm für Cobra 11 - Season 26, Heckler & Koch G36,1
Alarm für Cobra 11 - Season 26, Heckler & Koch G36K,1
Alarm für Cobra 11 - Season 26, Steyr AUG A1,2
Alarm für Cobra 11 - Season 26, Sauer Model 202 Takedown LE,2
Alarm für Cobra 11 - Season 26, Leuchtpistole,1
Alarm für Cobra 11 - Season 27, SIG-Sauer P225,7
Alarm für Cobra 11 - Season 27, SIG-Sauer P228,2
Alarm für Cobra 11 - Season 27, Walther P88C,7
Alarm für Cobra 11 - Season 27, Beretta 92FS,5
Alarm für Cobra 11 - Season 27, CZ 75 P-07 Duty,1
Alarm für Cobra 11 - Season 27, Glock 17,1
Alarm für Cobra 11 - Season 27, Heckler & Koch P2000,2
Alarm für Cobra 11 - Season 27, Heckler & Koch USP,3
Alarm für Cobra 11 - Season 27, Heckler & Koch USP Compact,1
Alarm für Cobra 11 - Season 27, Sphinx AT 2000P,2
Alarm für Cobra 11 - Season 27, Stechkin APS,1
Alarm für Cobra 11 - Season 27," Umarex ""Colt Government 1911 A1"" Replica (Nickel Finish)",2
