Name,Firearm,Use count
"""Cyclone"" Will Begin at Night (""Tsiklon"" nachnyotsya nochyu)",  TT-33 ,6
"""Cyclone"" Will Begin at Night (""Tsiklon"" nachnyotsya nochyu)",  Luger P08 ,4
"""Cyclone"" Will Begin at Night (""Tsiklon"" nachnyotsya nochyu)",  Walther P38 ,9
"""Cyclone"" Will Begin at Night (""Tsiklon"" nachnyotsya nochyu)",  Walther PPK ,3
"""Cyclone"" Will Begin at Night (""Tsiklon"" nachnyotsya nochyu)",  PPSh-41 ,8
"""Cyclone"" Will Begin at Night (""Tsiklon"" nachnyotsya nochyu)",  PPS-43 ,8
"""Cyclone"" Will Begin at Night (""Tsiklon"" nachnyotsya nochyu)",  MP40 ,10
"""Cyclone"" Will Begin at Night (""Tsiklon"" nachnyotsya nochyu)",  Holsters ,2
"""Cyclone"" Will Begin at Night (""Tsiklon"" nachnyotsya nochyu)",  BTR-152 ,5
'71, Browning Hi-Power,3
'71, Colt M1911A1,5
'71, FN Model 1922,3
'71, Beretta Model 70,3
'71, Smith & Wesson Model 10 HB,2
'71, FIE Titan Tiger,3
'71, Unknown Revolver,1
'71, L1A1 SLR,7
'71, Ferret Scout Car Mk. II,1
"'Burbs, The", M3 Carbine,3
"'Burbs, The", Colt Detective Special,1
"'Burbs, The", Daisy Air Rifle,1
008: Operation Exterminate,  Remington 1866 Derringer ,3
008: Operation Exterminate,  S&W Model 10 ,1
008: Operation Exterminate, Browning Hi-Power,7
008: Operation Exterminate,  Colt M1911A1 ,1
008: Operation Exterminate, Walther P38,2
008: Operation Exterminate, Beretta M951,2
008: Operation Exterminate, Port Said SMG,5
008: Operation Exterminate, Sten Mk.II.,3
008: Operation Exterminate, Thompson M1A1,3
008: Operation Exterminate, Umbrella Gun,1
009-1: The End of the Beginning, M1911A1,10
009-1: The End of the Beginning, Beretta 92FS,10
009-1: The End of the Beginning," CZ 75 ""First Model""",6
009-1: The End of the Beginning, Various Pistols,5
009-1: The End of the Beginning, Stun Pistol,3
009-1: The End of the Beginning, Futuristic Pistol,4
009-1: The End of the Beginning, Scanner Pistol,3
009-1: The End of the Beginning, Sa vz. 61 Skorpion,4
009-1: The End of the Beginning, M4A1 Carbine,11
009-1: The End of the Beginning, AK-47,7
009-1: The End of the Beginning, GIAT F2,3
009-1: The End of the Beginning, ZT3 Ingwe,3
10 Cloverfield Lane, Taurus Model 66,2
10 Minutes Gone, Beretta M9A1 Inox,1
10 Minutes Gone, Beretta 92FS,1
10 Minutes Gone, Glock 17,1
10 Minutes Gone, Ruger SP101,1
10 to Midnight, Colt Detective Special,7
10 to Midnight,  Smith & Wesson Revolvers ,4
100 Bloody Acres, Smith & Wesson Model 15,2
100 Bloody Acres, Lee-Enfield No. 1 Mk III,2
100 Days Before the Command (Sto dney do prikaza...),  AK-74 ,9
100 Days Before the Command (Sto dney do prikaza...),  AKM ,8
100 Days Before the Command (Sto dney do prikaza...),  Holsters ,1
100 Days Before the Command (Sto dney do prikaza...),  Armour ,4
100 Days Before the Command (Sto dney do prikaza...),  Posters ,0
100 Rifles,  Colt Model 1902 ,5
100 Rifles,  Colt New Service ,3
100 Rifles,  Single Action Army ,2
100 Rifles,  Winchester Model 1892 ,4
100 Rifles,  Springfield M1903 ,4
100 Rifles,  Krag-Jørgensen Model 1896 ,3
100 Rifles,  M1 Garand ,2
100 Rifles,  Berthier Model 1907-15 Rifle ,2
100 Rifles,  Winchester Model 1897 ,1
100 Rifles,  Vickers Machine Gun ,1
100 Rifles,  Maxim 1895 ,2
100 Rifles,  Gatling Gun ,1
100 Rifles,  Unidentified cannon ,2
"10th Victim, The",  Beretta M1935 ,2
"10th Victim, The",  Luger P08 ,1
"10th Victim, The",  Mauser C96 ,2
"10th Victim, The",  M1911A1 pistol ,2
"10th Victim, The",  Walther P38 ,2
"10th Victim, The",  Mondial Model 1900 Blank Firing Pistol ,3
"10th Victim, The","  Unknown ""Derringer"" pistol ",1
"10th Victim, The",  Unidentified revolver ,1
"10th Victim, The",  Winchester Model 1873 ,2
"10th Victim, The",  Thompson Submachine Gun ,1
"10th Victim, The",  The shooting bra ,2
"10th Victim, The",  Leuchtpistole ,2
11.6, Beretta 92F,2
11.6, Unknown shotgun,2
12 Rounds, Smith & Wesson 5906,4
12 Rounds, Taurus PT92,2
12 Rounds, Glock 17,3
12 Rounds, Heckler & Koch MP5A3,2
12 Rounds, Special Weapons MP-10,1
12 Rounds, M4A1 Carbine,1
12 Rounds, Blaser R93,3
12 Rounds, SIG-Sauer SSG 3000,2
12 Rounds 2: Reloaded, American Tactical Imports FS9 Sport,2
12 Rounds 2: Reloaded, Glock 17,1
12 Rounds 2: Reloaded, Glock 26,3
12 Rounds 2: Reloaded, Beretta 92FS,1
12 Rounds 2: Reloaded, Heckler & Koch MP5A2,1
12 Rounds 2: Reloaded, Heckler & Koch MP5A3,1
12 Rounds 2: Reloaded, Heckler & Koch UMP,2
12 Rounds 3: Lockdown, SIG-Sauer P226R,1
12 Rounds 3: Lockdown,  Colt Rail Gun ,1
12 Rounds 3: Lockdown, Glock 17,1
12 Rounds 3: Lockdown, M4A1 Carbine,1
12 Strong, Beretta 92FS,2
12 Strong,  Makarov PM ,1
12 Strong,  Browning Hi-Power ,1
12 Strong, M4A1 Carbine,8
12 Strong, AKM,4
12 Strong, AKMS,5
12 Strong, AKMSU,2
12 Strong, Norinco Type 56,2
12 Strong, Vz.58V,2
12 Strong, Lee-Enfield No. 1 Mk III*,1
12 Strong, M24A1 Sniper Weapon System,2
12 Strong, PKM,2
12 Strong, DShK,5
12 Strong, M240B,1
12 Strong, General Dynamics GAU-17/A,2
12 Strong, KPV heavy machine gun,1
12 Strong, M203 Grenade Launcher,3
12 Strong, RPG-7,4
12 Strong, F-1 hand grenade,1
12 Years a Slave, Flintlock Pistol,2
12 Years a Slave, Colt Paterson 1836,1
12 Years a Slave,  Pedersoli Traditional Hawken Target Rifle ,1
12 Years a Slave,  Charleville Musket ,1
12 Years a Slave,  Enfield Pattern 1856 Cavalry Carbine ,1
13, Pistols,7
13, Revolvers,23
13, Automatic Weapons,5
13 Hours: The Secret Soldiers of Benghazi, SIG-Sauer P226R,2
13 Hours: The Secret Soldiers of Benghazi, Salient Arms International Glock 19,1
13 Hours: The Secret Soldiers of Benghazi, Glock 17,2
13 Hours: The Secret Soldiers of Benghazi, TT-30,1
13 Hours: The Secret Soldiers of Benghazi, Beretta PM12S,1
13 Hours: The Secret Soldiers of Benghazi, Colt M4A1,7
13 Hours: The Secret Soldiers of Benghazi, Mk 18 Mod 0 CQB,2
13 Hours: The Secret Soldiers of Benghazi, Salient Arms International GRY Rifle,2
13 Hours: The Secret Soldiers of Benghazi, Heckler & Koch HK416,2
13 Hours: The Secret Soldiers of Benghazi, Heckler & Koch HK417,6
13 Hours: The Secret Soldiers of Benghazi, FN F2000,1
13 Hours: The Secret Soldiers of Benghazi, M16A2,2
13 Hours: The Secret Soldiers of Benghazi, AIMS,1
13 Hours: The Secret Soldiers of Benghazi, AKMS,3
13 Hours: The Secret Soldiers of Benghazi, AKM,2
13 Hours: The Secret Soldiers of Benghazi, Norinco Type 56-1,1
13 Hours: The Secret Soldiers of Benghazi, FN FAL,1
13 Hours: The Secret Soldiers of Benghazi, FN M249 SAW Paratrooper,5
13 Hours: The Secret Soldiers of Benghazi, M240B,2
13 Hours: The Secret Soldiers of Benghazi, RPD Light Machine Gun,2
13 Hours: The Secret Soldiers of Benghazi, PKM,1
13 Hours: The Secret Soldiers of Benghazi, DSHK Heavy Machine Gun,3
13 Hours: The Secret Soldiers of Benghazi, Browning M2HB Heavy Machine Gun,2
13 Hours: The Secret Soldiers of Benghazi, KPVT Heavy Machine Gun,2
13 Hours: The Secret Soldiers of Benghazi,  Remington Model 870 ,3
13 Hours: The Secret Soldiers of Benghazi, Mossberg 500 Persuader,2
13 Hours: The Secret Soldiers of Benghazi, Heckler & Koch HK69A1 Grenade Launcher,2
13 Hours: The Secret Soldiers of Benghazi, RPG-7,4
13 Hours: The Secret Soldiers of Benghazi,  M1 81mm Mortar,4
13 Hours: The Secret Soldiers of Benghazi, SA-7 Grail,1
13 Hours: The Secret Soldiers of Benghazi, M230 Chain Gun,2
13 Hours: The Secret Soldiers of Benghazi,  M61 Vulcan ,2
13 Hours: The Secret Soldiers of Benghazi, Arms Bazaar,1
13 Hours: The Secret Soldiers of Benghazi," ""ASM1""",1
1492: Conquest of Paradise, Matchlock Musket,4
15 Minutes, Glock 17,5
15 Minutes, Smith & Wesson Model 39-2,1
15 Minutes, Kahr K9,3
"15:17 to Paris, The",  M4A1 ,2
"15:17 to Paris, The",  M16A4 Rifle ,1
"15:17 to Paris, The", AIMR,4
"15:17 to Paris, The", Beretta 92FS,3
"15:17 to Paris, The", Glock 17,1
"15:17 to Paris, The", SIG-Sauer P228,1
"15:17 to Paris, The", Ruger SP101,1
"15:17 to Paris, The", Remington 870 Wingmaster (Left Handed),2
"15:17 to Paris, The",  Browning M2HB Heavy Machine Gun ,2
"15:17 to Paris, The", Airsoft Weapons,1
16 Blocks, Glock 17,7
16 Blocks, Glock 19,2
16 Blocks,  Beretta 92FS ,2
16 Blocks, Smith & Wesson Model 60,2
16 Blocks, Walther PPK/S,2
16 Blocks,  Heckler & Koch MP5A3,2
16 Blocks, Heckler & Koch MP5A5,2
16 Blocks, Ithaca 37,2
16 Blocks, Remington Spartan SPR 220 Sawed-Off,2
16 Blocks, Remington 700PSS,4
16 Blocks, Model 7290 Flashbang Grenade,1
1612, Wheellock Pistol,5
1612, Flintlock Pistol,6
1612, Wheellock Musket,9
1612, Matchlock Musket,11
1612, Fuse Grenade,2
1612, Improvised Grenade,1
1612, Matchlock Hand Mortar ,9
1612, Heavy Mortar,2
1612, Cannon,4
1612, Leather Cannon,2
18-14, Percussion Dueling Pistol,4
18-14,  Charleville Musket ,2
1911 (2011)," Mauser C96 ""Broomhandle""",2
1911 (2011), Smith & Wesson Military & Police,1
1911 (2011), Unknown pistol,0
1911 (2011), Hanyang 88,1
1911 (2011), Type 24 Zhongzheng,1
1911 (2011), Maxim MG08,1
1917 (2019), Webley MK VI,5
1917 (2019), Lee-Enfield No.1 Mk.III,8
1917 (2019), Mauser Gewehr 1898,2
1917 (2019), Lewis Gun,3
1917 (2019), Maxim LMG 08/15,1
1917 (2019), Mills Bomb,2
1917 (2019), Webley & Scott No. 1 Mk. III*,4
1917 (2019), Mark II Tank,1
1917 (2019), Unknown Howitzer,1
1917 (2019), 15 cm Kanone 16,1
1922 (2017), Winchester Model 1894,1
1922 (2017), Winchester Model 1912,1
1922 (2017),  Webley Mk III ,1
1941, M1911A1,6
1941, Smith & Wesson Model 27,1
1941,  Walther P38 ,1
1941," Webley ""WG"" Model 1889",2
1941, M1928A1 Thompson submachine gun,3
1941, Arisaka Type 38 rifle,1
1941, Remington 700,1
1941,  Springfield M1903 ,1
1941, Winchester Model 1894,1
1941, 12 Gauge Double Barreled Shotgun ,1
1941,  Browning M2 Aircraft Heavy Machine Gun ,3
1941, Browning M1917 machine gun,7
1941,  Nambu Type 96 Light Machine Gun ,2
1941, Bofors 40mm L/60,2
1944, Walther P38,2
1944, Tokarev TT-33,2
1944, Karabiner 98k,5
1944, Mosin Nagant M91/30,6
1944, Mosin Nagant M44 Carbine,2
1944, Mosin-Nagant M/28-30 ,3
1944, Tokarev SVT-40,4
1944, MP38,3
1944, MP40,1
1944, PPSh-41,5
1944, PPS-43,6
1944, Sturmgewehr 44,5
1944, MG42,5
1944, MG34,1
1944, Degtyaryov DP-27/28,5
1944, Maxim M1910,1
1944, Degtyaryov DT,1
1944, Model 24 Stielhandgranate,4
1944, F-1 hand grenade,1
1944, Model 39 Eihandgranate,1
1944, Panzerfaust,2
1944, Panzerschreck,1
1944, Stockmine M43,1
1944, 5 cm Pak 38,4
1944, 45 mm anti-tank gun M1937 (53-K),2
1944, 82-PM-41 mortar,1
1944, 122 mm Howitzer M1938,1
1944, T-34/85,1
1968 Tunnel Rats, Colt AR-15 Sporter Carbine,4
1968 Tunnel Rats, M16,2
1968 Tunnel Rats, M16A1/XM16E1,5
1968 Tunnel Rats, M16A2,5
1968 Tunnel Rats, Vektor R5 (Modified to Resemble AK-47),10
1968 Tunnel Rats, Vektor R5 (Modified to Resemble AKS-47),2
1968 Tunnel Rats, Mosin Nagant M38 Carbine,2
1968 Tunnel Rats, M60,6
1968 Tunnel Rats, Browning M2HB,5
1968 Tunnel Rats, Smith & Wesson Model 916A,4
1968 Tunnel Rats, Colt M1911A1,10
1968 Tunnel Rats, M79 Grenade Launcher,2
1968 Tunnel Rats, Unknown Flamethrower,2
1968 Tunnel Rats, M26 Hand Grenade,8
1968 Tunnel Rats, M7 CS Gas Grenade,4
2 Days in the Valley,  Beretta 950 Jetfire ,1
2 Days in the Valley, Beretta 84N+BB,2
2 Days in the Valley, Beretta 92FS,1
2 Days in the Valley, Colt Junior,2
2 Days in the Valley, Colt Commander,2
2 Days in the Valley, Ruger GP100,2
2 Days in the Valley, SIG-Sauer P226,2
2 Days in the Valley, Smith & Wesson Model 19 Snub Nose,1
2 Fast 2 Furious, SIG-Sauer P226 (Reverse Two-Tone),7
2 Fast 2 Furious, SIG-Sauer P226 (Nickel),2
2 Fast 2 Furious, Heckler & Koch USP,5
2 Fast 2 Furious, Glock 17,2
2 Fast 2 Furious, Glock 19,2
2 Fast 2 Furious, Beretta 92FS Inox,3
2 Fast 2 Furious, Ruger P-series pistol,1
2 Fast 2 Furious, Heckler & Koch MP5A3,4
2 Fast 2 Furious, Colt M4A1,4
2 Fast 2 Furious, Benelli M1 Super 90,6
2 Fast 2 Furious, The ESD harpoon launchers,4
2 Guns, Heckler & Koch HK45C,2
2 Guns, Heckler & Koch USP,2
2 Guns, SIG-Sauer P226,4
2 Guns, SIG-Sauer P226 MK25,3
2 Guns, SIG-Sauer P229 (Two-Tone),1
2 Guns, Kimber Warrior,4
2 Guns, Beretta 92FS,2
2 Guns,  Beretta 92FS Inox ,1
2 Guns,  Glock 19 ,1
2 Guns, Glock 23,2
2 Guns, M1911A1 (nickel),1
2 Guns, Ruger KP90,1
2 Guns, Smith & Wesson 4506,2
2 Guns, Taurus PT92AFS,3
2 Guns, Ruger Redhawk,3
2 Guns, Ruger SP101,2
2 Guns, Ruger Vaquero,2
2 Guns, Benelli M4 Super 90,1
2 Guns, Mossberg 500,2
2 Guns, Heckler & Koch MP5K-PDW,2
2 Guns, MAC-10,1
2 Guns, Uzi,2
2 Guns, AKM,1
2 Guns, AKMS,1
2 Guns, Colt M16A2,1
2 Guns, Colt M4A1,3
2 Guns, Noveske Rifleworks N4 Diplomat,1
2 Guns, Heckler & Koch HK416,1
2 Guns, Remington 700,1
2 Guns, SIG SG 556 DMR,1
2 Guns, FN M240D,3
2 Guns, RPG-7,1
2 Lava 2 Lantula!, Colt MK IV Series 80,2
2 Lava 2 Lantula!, Interdynamic KG-9,1
2 Lava 2 Lantula!, Colt M4A1,2
20 Million Miles to Earth,  12 Gauge Double Barreled Shotgun ,2
20 Million Miles to Earth,  M1A1 Carbine ,2
20 Million Miles to Earth,  M2 Flamethrower ,2
20 Million Miles to Earth,"  M9 ""Bazooka"" ",3
20 Million Miles to Earth,  Colt M1911A1 ,2
20 Million Miles to Earth,  M1 Garand ,5
20 Million Miles to Earth,  Smith & Wesson Model 32 ,3
20 Million Miles to Earth,  Browning M2 ,2
20000 Leagues Under the Sea, Enfield Pattern 1853,1
20000 Leagues Under the Sea, Nemo’s Underwater Electric Pellet Gun,4
20000 Leagues Under the Sea,  3-inch Naval Cannon ,2
20000 Leagues Under the Sea, 9-inch Dahlgren Gun,1
2009: Lost Memories, Handguns,13
2009: Lost Memories, Submachine Guns,2
2009: Lost Memories, Rifles,5
2009: Lost Memories, Shotguns,4
2009: Lost Memories, Machine Guns,3
2009: Lost Memories, Heavy Weapons,4
2012, M4A1 Carbine,2
2012, Remington 870,2
2012, Norinco QBZ-97,3
2012,  Norinco Type 97b ,1
21 Bridges, Glock 19,6
21 Bridges, Colt M1911A1,1
21 Bridges, SIG-Sauer P320 Compact,3
21 Bridges, Heckler & Koch P30,4
21 Bridges, CZ Scorpion Evo 3 S1,5
21 Bridges,  PTR 9CT ,3
21 Bridges, IWI Uzi Pro,4
21 Bridges, M4A1 Carbine,3
21 Bridges, Remington 870,2
21 Grams, Smith & Wesson Model 19 Snub Nose,3
21 Jump Street (2012), Beretta 92FS,5
21 Jump Street (2012), Glock 17,9
21 Jump Street (2012), Smith & Wesson 4506,1
21 Jump Street (2012), Smith & Wesson Model 686,1
21 Jump Street (2012), Beretta 92FS Inox,3
21 Jump Street (2012), Smith & Wesson Model 629 Classic ,2
21 Jump Street (2012), COP .357 Derringer,2
21 Jump Street (2012), Springfield Armory XD,9
21 Jump Street (2012), SIG-Sauer P226 (Two-tone),7
21 Jump Street (2012), Smith & Wesson Model 500,4
21 Jump Street (2012), SIG-Sauer P228,3
21 Jump Street (2012), Desert Eagle Mark XIX,3
21 Jump Street (2012), M1911-type,1
21 Jump Street (2012), Walther PPK,1
21 Jump Street (2012), Taurus PT92AFS,1
21 Jump Street (2012), Heckler & Koch MP5KN,3
21 Jump Street (2012), Sa. Vz. 61 Skorpion,4
21 Jump Street (2012), Serbu Super Shorty,6
21 Jump Street (2012), Norinco Type 56-1,0
21 Jump Street (2012), M4A1,0
21 Jump Street (2012), X26,2
21 Jump Street (2012), M72 LAW,1
21 Jump Street (2012), M203A1 Grenade Launcher,0
21 Jump Street (2012), Display,1
22 Bullets,  Smith & Wesson Model 586 ,6
22 Bullets,  Colt Python ,1
22 Bullets,  Glock 17 ,6
22 Bullets,  Glock 17L ,7
22 Bullets,  SIG-Sauer P226 ,8
22 Bullets,  SIG Pro SP 2022 ,3
22 Bullets,  Beretta 92FS ,2
22 Bullets,  Beretta 92FS Inox ,7
22 Bullets, M1911,7
22 Bullets,  Para-Ordnance P18-9 ,10
22 Bullets,  Para-Ordnance Nite-Tac ,7
22 Bullets,  Taurus PT945 ,4
22 Bullets,  Heckler & Koch USP ,4
22 Bullets,  CZ 85 ,2
22 Bullets, Desert Eagle Mark I,3
22 Bullets,  Taurus PT92 ,1
22 Bullets,  SIG P210 ,2
22 Bullets,  Heckler & Koch MP5A3 ,4
22 Bullets,  Heckler & Koch UMP45 ,2
22 Bullets,  Heckler & Koch MP5SD ,2
22 Bullets,  Mini Uzi ,9
22 Bullets,  Micro Uzi ,1
22 Bullets,  Uzi ,1
22 Bullets,  Double Barreled Sawn-Off Shotgun ,4
22 Bullets,  Mossberg 500 ,8
22 Bullets,  Benelli M3 ,3
22 Bullets,  Galil SAR ,4
22 Bullets,  Galil MAR ,6
22 Bullets,  Heckler & Koch G36C ,2
22 Bullets,  LU 216 Hand Grenade ,5
22-Jul, Glock 34,2
22-Jul, Heckler & Koch MP5A5,2
22-Jul, Ruger Mini-14,2
22-Jul, Colt Canada C8 SFW,1
22-Jul, Heckler & Koch HK416,1
22 Jump Street, Springfield Armory Mil-Spec M1911A1,5
22 Jump Street, Glock 17,4
22 Jump Street, Taurus PT92AFS Stainless,3
22 Jump Street, Beretta 92FS,3
22 Jump Street, SIG-Sauer P228,3
22 Jump Street, SIG-Sauer P229,1
22 Jump Street, Smith & Wesson 4506,1
22 Jump Street, Springfield Armory XD,6
22 Jump Street, Glock 26,1
22 Jump Street, Heckler & Koch P30,9
22 Jump Street, Walther P38,1
22 Jump Street, Makarov PM,1
22 Jump Street, Taurus PT911,1
22 Jump Street, Heckler & Koch USP,3
22 Jump Street, Desert Eagle Mark XIX,4
22 Jump Street, Unidentified pistol,1
22 Jump Street, Heckler & Koch MP5A3,3
22 Jump Street, Steyr SPP,3
22 Jump Street, Uzi,2
22 Jump Street, Custom Saiga 12,1
22 Jump Street, Noveske N4 Diplomat,4
22 Jump Street, Heckler & Koch G36C,3
22 Jump Street, AKMSU,1
22 Jump Street, Heckler & Koch P2A1 Flare Pistol,3
22 Jump Street, M84 stun grenade,1
22 Jump Street, Taser X2,2
22 Jump Street," M67 ""Baseball"" Grenade",3
22 Jump Street, Toy pistol,1
22 Jump Street, Walther PPK/S,1
22 Jump Street, AR-15 variant,1
22 Jump Street, M134 Minigun,1
22 Jump Street, RPG-7,1
22 Jump Street, F1 hand grenade,2
22 Minutes (22 minuty),  EKOL Firat Magnum ,6
22 Minutes (22 minuty),  M1928A1 Thompson ,4
22 Minutes (22 minuty),  Simonov SKS ,2
22 Minutes (22 minuty),  AKM ,8
22 Minutes (22 minuty),  AKMS ,4
22 Minutes (22 minuty),  AKMSL ,1
22 Minutes (22 minuty),  AK-74 ,2
22 Minutes (22 minuty),  AKS-74 ,2
22 Minutes (22 minuty),  AKS-74U ,3
22 Minutes (22 minuty),  Colt M16A2 ,3
22 Minutes (22 minuty),  Kalashnikov RPK-74 ,3
22 Minutes (22 minuty),  Degtyaryov RPD ,3
22 Minutes (22 minuty),  Kalashnikov PK ,4
22 Minutes (22 minuty),  Degtyaryov-Shpagin DShKM ,5
22 Minutes (22 minuty),  Shipunov 2A42 ,1
22 Minutes (22 minuty),  AK-630 ,1
22 Minutes (22 minuty),  F-1 Hand Grenade ,2
22 Minutes (22 minuty),  RGD-5 Hand Grenade ,3
22 Minutes (22 minuty),  RPG-7 ,4
22 Minutes (22 minuty),  Unidentified flare pistol ,3
22 Minutes (22 minuty),  MRG-1 Ogonyok ,1
22 Minutes (22 minuty),  45-mm 21-KM Naval Gun ,1
22 Minutes (22 minuty),  Admiral Tributs Destroyer ,4
22 Minutes (22 minuty),  Kamov Ka-52 Helicopter ,2
22 Minutes (22 minuty),  Grappling Hook Launcher ,1
23 (1998), Beretta Cheetah,2
23 (1998), MPi-KM/MPi-KMS-72,2
23-F,  Star Model BM ,7
23-F,  M1911-style pistol ,1
23-F,  Llama Pistol ,2
23-F,  Unidentified revolver ,2
23-F,  Star Z62 ,4
23-F,  CETME Model C ,8
23-F,  Smith & Wesson 59 ,1
23-F,  Parinco Model 3R ,2
23-F,  FN FAL ,4
24-25 Does Not Return (24-25 ne vozvrashchaetsya),  Makarov PM ,6
24-25 Does Not Return (24-25 ne vozvrashchaetsya),  Walther P38 ,4
24-25 Does Not Return (24-25 ne vozvrashchaetsya),  Luger P08 ,5
24: Redemption, Glock 19,6
24: Redemption, CZ 52,1
24: Redemption, SIG-Sauer P228,1
24: Redemption, Armscor BXP,1
24: Redemption, FBP m/948,2
24: Redemption,  M1A1 Thompson,1
24: Redemption, AK derivatives,12
24: Redemption, Dual-mounted Galils,2
24: Redemption, L1A1 SLR,2
24: Redemption, Heckler & Koch G3A3 (South African configuration),1
24: Redemption,  M16A1 Rifle ,4
24: Redemption, Lee-Enfield No. 4 Mk I,3
24: Redemption, Browning M1919A4,2
24: Redemption, FN MAG-58,1
24: Redemption, RPG-7,1
25th Hour, Solothurn ITM AT84S,3
28 Days Later,  L85A1 ,8
28 Days Later,  Browning Hi-Power ,2
28 Days Later,  L7A2 GPMG ,4
28 Weeks Later,  Browning M2HB Heavy Machine Gun ,5
28 Weeks Later,  M249 SAW ,2
28 Weeks Later,  M240B Machine Gun ,2
28 Weeks Later, Barrett M107/M82,2
28 Weeks Later,  M4A1 carbine ,12
28 Weeks Later,  M16A2 ,1
28 Weeks Later,  Mk 12 SPR ,1
28 Weeks Later,  Remington Model 700P LTR ,1
28 Weeks Later,  Springfield M1A ,6
28 Weeks Later,  Beretta 92FS ,2
28 Weeks Later,  Heckler & Koch USP ,1
28 Weeks Later,  MP5A5 ,4
28 Weeks Later,  Mossberg 500 ,2
28 Weeks Later,  Custom Flamethrower ,1
28 Weeks Later,  M203 Grenade Launcher ,3
3 Days to Kill, Glock 17,10
3 Days to Kill, Glock 26,1
3 Days to Kill, Taurus PT945 ,3
3 Days to Kill, Beretta 90Two,5
3 Days to Kill, Beretta 92FS,3
3 Days to Kill, Beretta 92FS Inox,1
3 Days to Kill, Beretta 93R,1
3 Days to Kill, Beretta Px4 Storm,3
3 Days to Kill, Heckler & Koch MP5K,2
3 Days to Kill, IMI Micro Uzi,1
3 Days to Kill,  Heckler & Koch G36C ,2
3 Days to Kill, Unidentified sniper rifle,1
3 Days to Kill, Mossberg 500 Cruiser,3
3 Days to Kill, Franchi Spas-12,1
3 Days to Kill, Unknown hand grenades,1
3 Days to Kill, Unidentified flare gun,2
3 Days to Kill, RPG-7,1
3 Women, Single Action Army,2
3 Women, Colt Woodsman,4
3 Women, Crossman American Classic,1
3 Women, Colt Python,1
3 Women, Madsen M50,1
30 Days of Night, Beretta 92FS,4
30 Days of Night, Glock 21,2
30 Days of Night, Dan Wesson M15 Revolver,6
30 Days of Night, Smith & Wesson Model 13,2
30 Days of Night, Hatsan Escort Marine Guard Shotgun,7
30 Days of Night, Mossberg 500,2
30 Days of Night, Over & Under (O/U) shotgun,2
30 Minutes or Less (2011), M4505 Airsoft Pistols (Smith & Wesson 4505),7
30 Minutes or Less (2011), SIG-Sauer P228,4
30 Minutes or Less (2011), Smith & Wesson Model 19,5
30 Minutes or Less (2011), SIG-Sauer P226,2
30 Minutes or Less (2011), Flamethrower,2
30 Minutes or Less (2011), Pen Gun,3
30 Minutes or Less (2011), Airsoft Uzi Pistol,1
30 Minutes or Less (2011), Bomb Vest,1
3000 Miles to Graceland,  M1911A1 ,14
3000 Miles to Graceland, Beretta 92FS,6
3000 Miles to Graceland, Smith & Wesson 5946,5
3000 Miles to Graceland, Beretta 93R,3
3000 Miles to Graceland,  Beretta 92FS INOX ,2
3000 Miles to Graceland, Walther P99,2
3000 Miles to Graceland, SIG-Sauer P226,4
3000 Miles to Graceland, Smith & Wesson Model 629,4
3000 Miles to Graceland, Smith & Wesson Model 686,4
3000 Miles to Graceland, Smith & Wesson Model 29,5
3000 Miles to Graceland, Ruger Vaquero,4
3000 Miles to Graceland, Smith & Wesson Model 28,3
3000 Miles to Graceland, FN P90,4
3000 Miles to Graceland, Heckler & Koch MP5A3,8
3000 Miles to Graceland, Ruger MP9,3
3000 Miles to Graceland, Franchi SPAS-12,6
3000 Miles to Graceland, Mossberg 500,3
3000 Miles to Graceland, Remington 870,1
3000 Miles to Graceland, Custom Rocky Mountain Arms Patriot Pistols ,8
3000 Miles to Graceland, (Fake) Colt XM177,11
3000 Miles to Graceland, Ruger Mini-14,3
3000 Miles to Graceland, Winchester Model 1894,1
3000 Miles to Graceland, Daewoo K3,11
3000 Miles to Graceland, Las Vegas police officer's P226/M1911,1
31 North 62 East, AK-47 & Type 56-1,3
31 North 62 East, Colt M4A1,2
31 North 62 East, SIG Pistol,2
"317th Platoon, The", MAT-49,4
"317th Platoon, The", M1917 Enfield,3
"317th Platoon, The", M1 Carbine,5
"317th Platoon, The", MAS-36 Rifle,4
"317th Platoon, The", MAS-49 Rifle,4
"317th Platoon, The", Browning Automatic Rifle M1918A2,4
"317th Platoon, The", Mills Bomb,1
"317th Platoon, The", 22mm Mle 1948 Rifle Grenade,2
36th Precinct, Beretta 92FS,6
36th Precinct, Colt Government Model,5
36th Precinct, Colt M1911A1,5
36th Precinct, Colt Python,4
36th Precinct, Glock 17,5
36th Precinct, Glock 26,3
36th Precinct, Jericho 941 R,5
36th Precinct, SIG-Sauer P226,1
36th Precinct, SIG-Sauer P228,2
36th Precinct, Taurus PT92AFS,2
36th Precinct, Beretta 93R,2
36th Precinct, Heckler & Koch MP5,1
36th Precinct, Heckler & Koch MP5K,1
36th Precinct, Benelli M4,3
36th Precinct, Mossberg 500,3
36th Precinct, Remington 870,5
36th Precinct, Remington 870 Slug Gun,2
36th Precinct, Winchester 1300,2
36th Precinct, Arsenal AR-SF,2
36th Precinct, Micro Galil,5
36th Precinct, Custom AKMSU,4
36th Precinct, Customized AR-15 Carbine,4
36th Precinct, FN M240B,5
