Name,Firearm,Use count
Big Trouble,  Remington 700PSS ,8
Big Trouble,  SIG-Sauer P226 ,5
Big Trouble,  Smith & Wesson Model 36 ,4
Big Trouble,  Browning M1919 ,1
Big Trouble,  Colt M1911 ,4
Big Trouble,  Beretta 92F ,1
Big Trouble in Little China, Beretta 92SB,3
Big Trouble in Little China, Smith & Wesson Model 19,3
Big Trouble in Little China, Smith & Wesson Model 29,1
Big Trouble in Little China," Smith & Wesson Model 36 ""Chiefs Special""",3
Big Trouble in Little China," Webley ""WG"" Army Model",2
Big Trouble in Little China, Intratec TEC-9,6
Big Trouble in Little China,  Heckler & Koch HK94A3 (Mock MP5A3) ,3
Big Trouble in Little China, MAC-10,1
Big Trouble in Little China, Micro Uzi,1
Big Trouble in Little China, M1928 Thompson,2
Big Trouble in Little China, Norinco Type 56,4
Big Trouble in Little China, Remington Model 870,2
Big Trouble in Little China, 12 Gauge Double Barreled Shotgun,4
Big Trouble in Little China, Unknown,5
Big Trouble in Little China, Trivia,1
Biggles: Adventures in Time,  Haenel-Schmeisser MP28/II ,4
Biggles: Adventures in Time,  Heckler & Koch MP5A2,2
Biggles: Adventures in Time,  Mini Uzi ,2
Biggles: Adventures in Time,  Sterling MK IV SMG ,3
Biggles: Adventures in Time,  Mauser 98AZ Artillery Carbine ,4
Biggles: Adventures in Time, Mauser Gewehr 1898,2
Biggles: Adventures in Time, Parker-Hale M-85 Sniper Rifle,2
Biggles: Adventures in Time, Lee-Enfield SMLE,3
Biggles: Adventures in Time,  Webley Mk VI ,5
Biggles: Adventures in Time,  Luger P08 ,1
Biggles: Adventures in Time,  Browning Hi-Power ,1
Biggles: Adventures in Time, Mauser C96,1
Biggles: Adventures in Time, Smith & Wesson Model 19 Snub,1
Biggles: Adventures in Time,  Vickers machine gun ,1
Biggles: Adventures in Time,  Lewis gun ,4
Biggles: Adventures in Time,  Maxim MG08 ,3
Biggles: Adventures in Time,  Webley & Scott Flare Pistol ,1
Biggles: Adventures in Time,  Mills Bomb ,1
Biggles: Adventures in Time,  Model 24 Stielhandgranate ,1
Biggles: Adventures in Time," 10,5-cm-leichte Feldhaubitze 18",2
Biggles: Adventures in Time, 7.7 cm Feldkanone 16,2
Biker (Bayker), Makarov PM,5
Biker (Bayker), Stechkin APS,1
Biker (Bayker), Walther P88 Compact,7
Biker (Bayker), IZh-43,5
Biker (Bayker), F-1 Hand Grenade,3
Billion Dollar Brain,  Walther PPK ,2
Billion Dollar Brain,  Smith & Wesson Model 38 Bodyguard ,4
Billion Dollar Brain,  Colt Official Police ,3
Billion Dollar Brain,  Unidentified pistol ,1
Billion Dollar Brain,  MP40,1
Billion Dollar Brain,  Sturmgewehr 44 ,4
Billion Dollar Brain, M1 Carbine,2
Billion Dollar Brain,  Winchester Model 1873 ,1
Billion Dollar Brain, Lee-Speed Sporter,3
Billion Dollar Brain, Vickers K machine gun,1
Billion Dollar Brain, General Midwinter’s gunroom,2
Billion Dollar Brain, Tanker weapons,3
Billy Bathgate,  M1911A1 ,8
Billy Bathgate,  Colt Police Positive ,1
Billy Bathgate,  Colt Model 1903 Hammerless ,3
Billy Bathgate,  Colt Official Police ,4
Billy Jack, Revolvers,12
Billy Jack, Shotguns,7
Billy Jack, Rifles,14
Billy Jack, Other,3
Billy Jack Goes to Washington, Snubnose Revolver,1
Billy Jack Goes to Washington, M14,2
Billy Lynn's Long Halftime Walk, Beretta 92FS,3
Billy Lynn's Long Halftime Walk, Beretta 92FS Inox,2
Billy Lynn's Long Halftime Walk, M4A1 Carbine,4
Billy Lynn's Long Halftime Walk, M16A2,2
Billy Lynn's Long Halftime Walk, M1 Garand,2
Billy Lynn's Long Halftime Walk, AKM,2
Billy Lynn's Long Halftime Walk, M240B,2
Billy Lynn's Long Halftime Walk, Browning M2HB,3
Billy Lynn's Long Halftime Walk, M203 Grenade Launcher,2
Billy Lynn's Long Halftime Walk, M136 AT4,2
Biloxi Blues, M1 Garand,3
Biloxi Blues, Colt M1911,2
Bird Box, SIG-Sauer P228,3
Bird Box, SIG-Sauer P229R,2
Bird Box, Beretta 92FS,1
Bird Box, Glock 17,1
Bird Box, Ruger SP101,3
Bird Box, Remington 870,4
Bird Box, Remington 870 (Short Stock),1
Bird on a Wire, Smith & Wesson Model 10,2
Bird on a Wire, Smith & Wesson Model 19,1
Bird on a Wire, CAR-15,2
Bird on a Wire, Valmet M78,1
Bird on a Wire, 12 Gauge Double Barreled Sawed-off Shotgun,2
Bird on a Wire, Remington 870,1
Bird on a Wire, IMI Uzi,1
Birdman," Smith & Wesson SW1911SC ""E Series""",3
Birdman, Bruni Olympic 5,4
Birdman, Bushmaster ACR,1
Birds of Prey, Glock 19,1
Birds of Prey,  Heckler & Koch USP Compact ,0
Birds of Prey,  Smith & Wesson Model 38 ,2
Birds of Prey, Sphinx 3010,3
Birds of Prey, IMI Mini Uzi,0
Birds of Prey, Heckler & Koch MP5K,1
Birds of Prey, Heckler & Koch MP5A2,1
Birds of Prey, SIG SG 552,1
Birds of Prey, Heckler & Koch G36C,2
Birds of Prey, M79 Grenade Launcher,3
Birds of Prey, M26 Hand Grenade,1
Birdy, M16A1,2
Birdy, M60 Machine Gun,2
"Birth of a Nation, The", Double Barreled Percussion Cap Pistol,3
"Birth of a Nation, The", Single Action Army,11
"Birth of a Nation, The", Trapdoor Springfield Rifle,12
"Birth of a Nation, The", M1841 8-inch Siege Mortar ,1
"Birth of a Nation, The", 4.5 inch Parrot Rifle,2
"Birth of a Nation, The", 100 Pound Parrot Rifle,1
Bite The Bullet,  Colt New Service ,2
Bite The Bullet,  Smith & Wesson 44 Hand Ejector 2ND Model ,3
Bite The Bullet,  Colt SAA ,1
Bite The Bullet,  Remington Model 1866 Derringer ,2
Bite The Bullet,  Winchester Model 1892 Saddle Ring Carbine ,3
Bite The Bullet,  12 Gauge Double Barrel Shotgun ,2
Bitter Moon, Walther PP,2
Bitter Moon, Air pistol,1
Black & White Episode 1: The Dawn of Assault, SIG-Sauer P226,5
Black & White Episode 1: The Dawn of Assault, Walther P99,5
Black & White Episode 1: The Dawn of Assault, Heckler & Koch P7,6
Black & White Episode 1: The Dawn of Assault, Glock 17,4
Black & White Episode 1: The Dawn of Assault, Glock 19,1
Black & White Episode 1: The Dawn of Assault, CZ 75,3
Black & White Episode 1: The Dawn of Assault, Smith & Wesson Model 686,2
Black & White Episode 1: The Dawn of Assault, Smith & Wesson 945,3
Black & White Episode 1: The Dawn of Assault, Mini Uzi,2
Black & White Episode 1: The Dawn of Assault, Heckler & Koch MP5K,1
Black & White Episode 1: The Dawn of Assault, Heckler & Koch MP5A5,1
Black & White Episode 1: The Dawn of Assault, Heckler & Koch MP5A4,1
Black & White Episode 1: The Dawn of Assault, AKM,2
Black & White Episode 1: The Dawn of Assault, AK-47,1
Black & White Episode 1: The Dawn of Assault, AKS-74,1
Black & White Episode 1: The Dawn of Assault, Colt M4A1,3
Black & White Episode 1: The Dawn of Assault, Mk. 18 Mod 0,2
Black & White Episode 1: The Dawn of Assault, Steyr AUG A1,3
Black & White Episode 1: The Dawn of Assault, SIG SG 551,1
Black & White Episode 1: The Dawn of Assault, SIG SG 552,2
Black & White Episode 1: The Dawn of Assault, Mk 12 Special Purpose Rifle,2
Black & White Episode 1: The Dawn of Assault, FN MAG,1
Black & White Episode 1: The Dawn of Assault, M84 Stun Grenade,1
Black & White Episode 1: The Dawn of Assault, Cobray CM203 Launcher,2
Black & White Episode 1: The Dawn of Assault, M136 AT4,1
"Black Angels (Chernite angeli), The",  Luger P08 ,10
"Black Angels (Chernite angeli), The",  Walther P38 ,10
"Black Angels (Chernite angeli), The",  Sauer 38H ,8
"Black Angels (Chernite angeli), The",  Femaru 37M ,3
"Black Angels (Chernite angeli), The",  Star Model B ,8
"Black Angels (Chernite angeli), The",  Unidentified pistol ,3
"Black Angels (Chernite angeli), The",  MP40 ,8
"Black Angels (Chernite angeli), The",  Mannlicher M1896 ,10
"Black Angels (Chernite angeli), The",  Side by Side Double Barreled Shotgun ,5
"Black Angels (Chernite angeli), The",  Over and Under Double Barreled Shotgun ,5
"Black Angels (Chernite angeli), The",  Madsen ,3
"Black Angels (Chernite angeli), The",  Artillery ,3
"Black Angels (Chernite angeli), The",  Tanks ,2
"Black Battalion, The (Cerný prapor)",  MAS-38 ,2
"Black Battalion, The (Cerný prapor)",  MP40 ,3
"Black Battalion, The (Cerný prapor)",  Sten Mk II ,3
"Black Battalion, The (Cerný prapor)",  M1 Carbine ,3
"Black Battalion, The (Cerný prapor)",  M1 Garand ,1
"Black Battalion, The (Cerný prapor)",  MG34 ,2
"Black Battalion, The (Cerný prapor)",  DShK ,2
"Black Battalion, The (Cerný prapor)",  Hand Grenade ,3
Black Book, Ruby Pistol,4
Black Book,  Colt M1911A1 ,1
Black Book,  Walther PP ,1
Black Book,  Walther P38 ,2
Black Book,  Luger P08 ,2
Black Book, Enfield No. 2 Mk I*,2
Black Book,  MP40 ,3
Black Book,  Sten Mk II ,3
Black Book,  M1A1 Thompson ,2
Black Book,  Karabiner 98k ,3
Black Book,  Lee-Enfield No. 4 Mk I ,2
Black Book,  MG42 ,2
Black Book,  Bren gun ,1
Black Book,  Browning M2 Heavy Machine Gun ,1
Black Book,  8 cm Paw 600 (8H63) ,1
Black Caesar,  Bergmann 1896 (customized Walther P38) ,2
Black Caesar,  Mauser C96 ,7
Black Caesar,  Winchester Model 1897 ,3
Black Caesar,  Walther P38 ,1
Black Caesar,  Madsen M50 ,3
Black Caesar,  Smith & Wesson Model 39 ,2
Black Caesar,  double barreled shotgun ,1
Black Caesar,  Smith & Wesson Model 10 ,1
Black Caesar,  Colt New Service ,1
Black Caesar,  Colt Official Police ,4
"Black Captain (Chyornyy kapitan), The",  Nagant M1895 ,10
"Black Captain (Chyornyy kapitan), The",  Mauser C96 ,7
"Black Captain (Chyornyy kapitan), The","  Mauser C96 ""Bolo"" ",5
"Black Captain (Chyornyy kapitan), The",  FN Model 1906 ,3
"Black Captain (Chyornyy kapitan), The",  Browning Hi-Power ,2
"Black Captain (Chyornyy kapitan), The",  Walther PPK ,1
"Black Captain (Chyornyy kapitan), The",  Mosin Nagant M1891/30 ,6
"Black Captain (Chyornyy kapitan), The",  Mosin Nagant M1938 Carbine ,9
"Black Captain (Chyornyy kapitan), The",  P14 Enfield ,6
"Black Captain (Chyornyy kapitan), The",  Winchester Model 1895 ,2
"Black Captain (Chyornyy kapitan), The",  Maxim ,3
"Black Captain (Chyornyy kapitan), The",  OSP-30 Flare Pistol ,2
"Black Captain (Chyornyy kapitan), The",  RG-14/30 Hand Grenade ,4
"Black Cat, The", Colt Model 1903,3
"Black Cat, The", Steyr-Mannlicher M1895,3
"Black Cat, The", Walther Model 4,1
"Black Cat, White Cat (Crna macka, beli macor)", Zastava CZ99,3
"Black Cat, White Cat (Crna macka, beli macor)", Zastava M57,3
"Black Cat, White Cat (Crna macka, beli macor)", M1911 Style Pistol,2
"Black Cat, White Cat (Crna macka, beli macor)", Unknown Pistol,1
"Black Cat, White Cat (Crna macka, beli macor)", Colt Model 1903/1908,2
"Black Cat, White Cat (Crna macka, beli macor)", Bodeo M1889,5
"Black Cat, White Cat (Crna macka, beli macor)", Zastava M83,17
"Black Cat, White Cat (Crna macka, beli macor)", Galand Revolver,2
"Black Cat, White Cat (Crna macka, beli macor)", Unknown Revolvers,3
"Black Cat, White Cat (Crna macka, beli macor)", Heckler & Koch MP5A3,9
"Black Cat, White Cat (Crna macka, beli macor)", Zastava LP 12 PAS,3
"Black Cat, White Cat (Crna macka, beli macor)", 12 Gauge Double Barreled Side By Side Shotgun,1
"Black Cat, White Cat (Crna macka, beli macor)", Karabiner 98k,6
"Black Cat, White Cat (Crna macka, beli macor)", Zastava M70,4
"Black Cat, White Cat (Crna macka, beli macor)", M52 P3 Hand Grenade,2
"Black Dahlia, The", Colt Detective Special,2
"Black Dahlia, The", Colt Official Police,3
"Black Dahlia, The", M1911A1,3
"Black Dahlia, The", Colt Model 1908 Vest Pocket,1
Black Dawn, Springfield Armory Mil-Spec M1911A1,1
Black Dawn, Glock 17,1
Black Dawn, Hatsan Escort AimGuard,1
Black Dog, Heckler & Koch USP,4
Black Dog, Taurus PT92,3
Black Dog, Glock 17,3
Black Dog, Thunder 5,4
Black Dog, Smith & Wesson Model 66,4
Black Dog, Smith & Wesson Model 686,1
Black Dog, Colt Detective Special,1
Black Dog, High Standard Victor,4
Black Dog, Taurus PT92C,1
Black Dog, Hecker & Koch MP5K,4
Black Dog, Micro Uzi,1
Black Dog, Winchester Model 1912,3
Black Dog,  Mossberg 500 Cruiser ,2
Black Dog, Winchester Model 1897,1
Black Dog, Norinco Type 56,2
Black Dog, First shipment,1
Black Dynamite,  Smith & Wesson Model 629 Classic ,4
Black Dynamite,  Dan Wesson Large Frame .44 Magnum ,2
Black Dynamite,  Smith & Wesson Model 10 ,4
Black Dynamite,  Colt MK IV Series 70 ,3
Black Dynamite,  Smith & Wesson Model 38 Nickel plated ,2
Black Dynamite,  Philadelphia Derringer ,3
Black Dynamite, Dan Wesson Model 15,2
Black Dynamite,  M1928 Submachine Gun ,2
Black Dynamite,  Madsen M50 ,2
Black Dynamite,  M3 Grease Gun ,2
Black Dynamite,  Smith & Wesson M76 ,2
Black Dynamite,  Mossberg 500 ,3
Black Dynamite,  M16/SP1 ,1
Black Dynamite, Colt AR-15A2 Sporter Match HBAR,2
Black Dynamite,  M14 ,4
Black Dynamite,  M1 Carbine (including Iver Johnson Enforcer),1
Black Dynamite,  M60 machine gun,1
Black Dynamite,  M72 LAW ,2
Black Dynamite,  Cobray CM79LF 37mm Launcher ,1
Black Dynamite, Cobray 37mm Launcher,1
Black Dynamite,  Mk 2 hand grenade ,1
Black Dynamite,  Blindicide RL-83 ,1
Black Dynamite, Shell casing,3
Black Eagle,  FN FAL ,1
Black Eagle, Browning Hi-Power,1
Black Eagle, Webley Mk V,1
Black Eagle,  Enfield No.2 Mk.I ,1
"Black Fortuna (Cerná fortuna), The", Wheellock Pistol,7
"Black Fortuna (Cerná fortuna), The", Wheellock Pocket Pistol,3
"Black Fortuna (Cerná fortuna), The", Matchlock Musket,8
"Black Fortuna (Cerná fortuna), The", Wheellock Musket,3
"Black Fortuna (Cerná fortuna), The", Siege Cannon,2
Black Hawk Down, Colt Model 727,7
Black Hawk Down, Colt Model 733,10
Black Hawk Down, Colt M4,3
Black Hawk Down, M16A2,8
Black Hawk Down, M14,3
Black Hawk Down, M16A1,3
Black Hawk Down, Heckler & Koch G3A3,5
Black Hawk Down, Norinco Type 56,1
Black Hawk Down, Norinco Type 56-1,6
Black Hawk Down, AKS-74U,3
Black Hawk Down, SVD Dragunov,1
Black Hawk Down, M60,9
Black Hawk Down, FN Minimi,7
Black Hawk Down, Browning M2HB,7
Black Hawk Down, M85 Heavy Machine Gun,1
Black Hawk Down, GE M134 Minigun,4
Black Hawk Down, DShK,2
Black Hawk Down, Zastava M72,2
Black Hawk Down, PKM,2
Black Hawk Down, Heckler & Koch MP5A3,5
Black Hawk Down, Remington 870,3
Black Hawk Down, M1911A1,5
Black Hawk Down, Tokarev TT-33,2
Black Hawk Down, Beretta 92FS,3
Black Hawk Down, RPG-7,4
Black Hawk Down, Norinco Type 69 RPG,2
Black Hawk Down, M72 LAW,2
Black Hawk Down, SPG-9 Recoilless Rifle,4
Black Hawk Down, Cobray CM203 Flare Launcher,2
Black Hawk Down, M203 Grenade Launcher,7
Black Hawk Down, M67 Hand Grenade,2
Black Hawk Down, AN/M14 Incendiary Grenade,1
Black List (Liste noire),  MAB Model D ,4
Black List (Liste noire),  Colt Model 1903 ,1
Black List (Liste noire),  Ruby Pistol ,2
Black List (Liste noire),  M1911A1 pistol ,2
Black List (Liste noire),  Smith & Wesson Model 10 Snub ,2
Black List (Liste noire),  Bruni Magnum ,1
Black List (Liste noire),  MAT-49 ,1
Black List (Liste noire),  Beretta M12 ,1
Black List (Liste noire),  Gevarm E1 ,1
Black List (Liste noire), Mossberg 500,1
Black List (Liste noire),  MK 2 Hand Grenade ,1
Black List (Liste noire),"  M20A1/A1B1 ""Super Bazooka""(3.5"" Rocket)",2
Black Mass, M1A1 Carbine,1
Black Mass, Smith & Wesson Model 19 Snub Nose,1
Black Mass, Colt Detective Special,1
Black Mass,  Glock 17 ,1
Black Moon's Degree (Hradus chornoho Misyatsya), Walther PPK,9
Black Moon's Degree (Hradus chornoho Misyatsya), M1911A1,9
Black Moon's Degree (Hradus chornoho Misyatsya), FN Model 1905,7
Black Out (2012), Taurus PT99AFS,4
Black Out (2012), Desert Eagle Mark I,4
Black Out (2012), COP 357 Derringer,3
Black Out (2012), Bersa Thunder 380 Super,1
Black Out (2012), Glock 17,2
Black Out (2012), Colt M1911A1,2
Black Out (2012),  M1911A1 (KWC airsoft),2
Black Out (2012), Heckler & Koch P7M13,1
Black Out (2012), Beretta 92FS,1
Black Out (2012), Walther P1,1
Black Out (2012), Benelli B76 Sport,2
Black Out (2012), Dan Wesson PPC,2
Black Out (2012), Dan Wesson 14,3
Black Out (2012), Taurus Model 689,2
Black Out (2012), Smith & Wesson Model 686,1
Black Out (2012), Franchi PA3,1
Black Out (2012), Over-and-under shotgun,2
Black Panther, Salient Arms International Glock 17,2
Black Panther, Glock 17,2
Black Panther, Springfield Armory 1911 Loaded MC Operator,2
Black Panther, SIG-Sauer P226R,4
Black Panther, AKMS,2
Black Panther, AKM,3
Black Panther, BCM Recce-14 KMR-A13,3
Black Panther, BCM CQB-11 KMR-A10,1
Black Panther, FN FAL,2
Black Panther, M16A4,1
Black Panther, Browning M2,2
Black Panther, PKM Machine Gun,2
Black Rain, Colt Python Snub Nose,2
Black Rain, Colt Detective Special,3
Black Rain, Smith & Wesson Model 66 Snub Nose,3
Black Rain, Smith & Wesson Model 36,2
Black Rain, Colt Diamondback,1
Black Rain, Heckler & Koch P9S,1
Black Rain, Heckler & Koch P7,1
Black Rain, Desert Eagle Mark I,1
Black Rain, Heckler & Koch HK94A3,2
Black Rain, Micro-Uzi,3
Black Rain, Uzi,2
Black Rain, MAC-10,2
Black Rain, Stevens Model 67,4
Black Rain, Remington 870 Folding Stock,1
Black Rain, Steyr SSG 69,1
Black Rain, Norinco Type 56-1,1
Black Rain, Trivia,0
"Black Scorpion, The", Colt M1911,3
"Black Scorpion, The", Smith & Wesson Military & Police,3
"Black Scorpion, The",  M1903 Springfield ,1
"Black Scorpion, The", Mendoza M1934 LMG,3
Black Sea, SPSh Flare Pistol,3
Black Sea, Luger P08,1
Black Sea, Naval cannon,2
"Black Seagull (Chyornaya chayka), The",  Browning Hi-Power ,6
"Black Seagull (Chyornaya chayka), The",  Vis wz. 35 ,3
"Black Seagull (Chyornaya chayka), The",  Walther P38 ,1
"Black Seagull (Chyornaya chayka), The",  Double Barreled Shotgun ,1
"Black Seagull (Chyornaya chayka), The",  M3 Grease Gun ,4
"Black Seagull (Chyornaya chayka), The",  Thompson M1928A1 ,1
"Black Seagull (Chyornaya chayka), The",  M1 Garand ,1
"Black Seagull (Chyornaya chayka), The",  M1 Carbine ,1
"Black Seagull (Chyornaya chayka), The",  Goryunov SG-43 ,4
"Black Seagull (Chyornaya chayka), The",  F-1 Hand Grenade ,1
Black Shark (Chyornaya akula), Makarov PB,3
Black Shark (Chyornaya akula), M1911A1,3
Black Shark (Chyornaya akula), AKMS,4
Black Shark (Chyornaya akula), AKS-74,9
Black Shark (Chyornaya akula), M16A1,5
Black Shark (Chyornaya akula), SVD Dragunov,2
Black Shark (Chyornaya akula), PKM Machine Gun,5
Black Shark (Chyornaya akula), Browning M1919A6,1
Black Shark (Chyornaya akula), KPVT,2
Black Shark (Chyornaya akula), NSVT heavy machine gun,3
Black Shark (Chyornaya akula), GSN-19,2
Black Shark (Chyornaya akula), GP-25,2
Black Shark (Chyornaya akula), RPG-18,3
Black Shark (Chyornaya akula), Type 69 RPG,3
Black Shark (Chyornaya akula), Type 65 Recoilless Rifle,1
Black Shark (Chyornaya akula), F-1 Grenades,2
Black Shark (Chyornaya akula), Shipunov 2A42,4
Black Shark (Chyornaya akula), Gryazev-Shipunov GSh-30K,3
Black Shark (Chyornaya akula), S-60 AA cannon,5
Black Shark (Chyornaya akula), BMP-2,2
Black Sheep, Beretta 92F ,2
Black Sheep, Glock 17,1
Black Sheep, Ithaca 37,2
Black Sheep, Heckler & Koch SP89 ,3
Black Sheep, AK variant,1
Black Sheep, M16,2
Black Sheep, Winchester Model 70,2
Black Sheep, Fake RPG-7,4
Black Snake Moan, Beretta 92FS,4
Black Snake Moan,  Harrington & Richardson Topper Single Shot Shotgun ,2
Black Sun (Chyornoye solntse),  Luger P08 ,3
Black Sun (Chyornoye solntse),  Walther P38 ,1
Black Sun (Chyornoye solntse),  Astra 600 ,1
Black Sun (Chyornoye solntse),  Various pistols ,3
Black Sun (Chyornoye solntse),  MAS-38 ,2
Black Sun (Chyornoye solntse),  Thompson M1928A1 ,2
Black Sun (Chyornoye solntse),  PPSh-41 ,1
Black Sun (Chyornoye solntse),  Browning Auto-5 ,2
Black Sun (Chyornoye solntse),  Double Barreled Shotgun ,1
Black Sun (Chyornoye solntse),  Sturmgewehr 44 (visually modified) ,14
Black Sun (Chyornoye solntse),  Karabiner 98k ,5
Black Sun (Chyornoye solntse),  Vz. 16/33 ,3
Black Sun (Chyornoye solntse),  Goryunov SG-43 (visually modified) ,5
Black Sun (Soleil noir),  FN Model 1905 ,1
Black Sun (Soleil noir), Unidentified revolver,1
Black Sun (Soleil noir), MAT-49,4
Black Sun (Soleil noir), Chatellerault M1924/29,3
Black Sun (Soleil noir), Unidentified rifle,1
Black Sun: The Nanking Massacre,  Nambu Type 14 ,2
Black Sun: The Nanking Massacre,  Arisaka Type 38 ,7
Black Sun: The Nanking Massacre,  Type Zhongzheng Rifle ,2
Black Sun: The Nanking Massacre,  Type 11 Light Machine Gun ,4
Black Sun: The Nanking Massacre,  Type 3 Heavy Machine Gun ,4
Black Sun: The Nanking Massacre,  Maxim-Tokarev ,7
Black Sun: The Nanking Massacre,  Type 67 stick grenade ,2
Black Sunday, M1911A1,2
Black Sunday, Walther PPK Pistol,1
Black Sunday, Smith & Wesson Model 28 Highway Patrolman,4
Black Sunday,  Colt Lawman Mk III ,4
Black Sunday, Smith & Wesson Model 10 Revolver,2
Black Sunday,  Remington 870 ,1
Black Sunday, Madsen M50,4
Black Sunday, IMI Uzi,4
Black Sunday, Smith & Wesson M76,3
Black Sunday, M1 Carbine,4
Black Sunday, M16 Rifle,3
Black Sunday,  Sporterized Springfield M1903 ,2
Black Sunday, Kalashnikov rifle,1
Black Thursday, Berthier Mle 1916 Carabine,3
Black Thursday, Unique Rr 51,3
Black Thursday, MP40,1
"Black Triangle (Chyornyy treugolnik), The",  Nagant M1895 ,12
"Black Triangle (Chyornyy treugolnik), The",  FN Model 1903 ,3
"Black Triangle (Chyornyy treugolnik), The",  Tokarev TT-33 ,4
"Black Triangle (Chyornyy treugolnik), The",  Mosin Nagant M1891 ,6
"Black Triangle (Chyornyy treugolnik), The",  Mosin Nagant M1891/30 ,3
"Black Triangle (Chyornyy treugolnik), The",  Maxim M1910 ,4
"Black Triangle (Chyornyy treugolnik), The",  Degtyaryov DT/DP-27 (visually modified to resemble Lewis) ,5
Black Turin,  Colt Detective Special ,3
Black Turin,  Beretta Model 38/42 ,1
Black Turin,  Star Si35 (?) ,1
Black Turin,  Beretta M1951 ,1
Black Turin,  Beretta Model 70 ,3
"Black Veil (Chyornaya vual), The", FN Model 1905,6
"Black Veil (Chyornaya vual), The", Percussion Dueling Pistol,9
"Black Veil (Chyornaya vual), The", Nagant M1895,3
"Black Veil (Chyornaya vual), The", Unknown Musket,1
Black Widow (2021), Glock 17,1
Black Widow (2021),  Glock 26 ,4
Black Widow (2021), Glock 19,1
Black Widow (2021), Heckler & Koch P30,3
Black Widow (2021), Glock 17 (mounted in a CAA Micro RONI),1
Black Widow (2021), Heckler & Koch USP,1
Black Widow (2021), AA-12,2
Black Widow (2021), Benelli M3,2
Black Widow (2021), CZ Scorpion Evo 3 A1,2
Black Widow (2021), Steyr TMP,1
Black Widow (2021), KRISS Vector,1
Black Widow (2021), SIG-Sauer MPX Air Rifle,1
Black Widow (2021), Heckler & Koch MP5A2,2
Black Widow (2021), Heckler & Koch G36C,3
Black Widow (2021), AK rifle,1
Black Widow (2021), Heckler & Koch HK416,1
Black Widow (2021), M4A1,4
Black Widow (2021), M16A4,1
Black Widow (2021), AK-47,1
Black Widow (2021), AK-74M,1
Black Widow (2021), Remington 700PSS (w/Choate Super Sniper Stock),1
Black Widow (2021), Remington 700 AICS,2
Black Widow (2021), Browning M2HB,3
Black Widow (2021), DShKM,2
Black Widow (2021), M67,1
Black Widow (2021), Heckler & Koch XM25,1
Black Widow (2021), Taskmaster's composite bow,1
Black Widow (2021), Yelena's arsenal,1
"Black Windmill, The",  Webley .38 Mk IV ,1
"Black Windmill, The",  M1911A1 ,2
"Black Windmill, The",  Walther P38 ,1
"Black Windmill, The",  SIG P210 ,1
"Black Windmill, The",  Unidentified pistol ,1
"Black Windmill, The",  MAC-10 ,7
"Black Windmill, The",  Firearms in MI-6 Shooting Range ,6
"Black Windmill, The",  Firing Briefcase ,2
"Blackbeard, the Pirate", Flintlock Pistol,11
"Blackbeard, the Pirate", Brown Bess Flintlock Musket,2
"Blackbeard, the Pirate", Swivel cannon,1
"Blackbeard, the Pirate", Cannon,1
Blackhat, Walther P99,1
Blackhat, Springfield Custom Carry 1911-A1,2
Blackhat, Norinco QSZ-92-9mm,1
Blackhat, SIG-Sauer P250 Compact,3
Blackhat, Heckler & Koch MP5A3,1
Blackhat, Heckler & Koch MP5K,1
Blackhat, Mini Uzi,2
Blackhat, IMI Galil MAR,3
Blackhat, SIG SG 552,1
Blackhat, SIG SG 551,1
Blackhat, AKMS,1
Blackhat, HK51,1
Blackhat, RPG,1
Blackhat, Remote Claymore Mine,1
Blackjack, Beretta 92FS Inox,0
Blackjack, Beretta 92F,0
Blackjack,  Jericho 941 R ,0
Blackjack, Glock 17,0
Blackjack, Colt Gold Cup National Match Series 80,0
Blackjack, SIG-Sauer P226,0
Blackjack, Glock 26,0
Blackjack, Smith & Wesson Model 29,0
Blackjack, Taurus PT92,0
Blackjack,  Walther PPK ,0
Blackjack,  Remington 700,0
Blackjack, Steyr AUG-SR,0
Blackjack,  AKMS ,0
Blackjack,  Norinco SKS-D ,0
Blackjack, Winchester Model 1300,0
Blackjack, Mini Uzi,0
BlacKkKlansman, Colt Detective Special,3
BlacKkKlansman, M1911A1,2
BlacKkKlansman, Walther PPK pistol,2
BlacKkKlansman, Ithaca 37,1
BlacKkKlansman, Remington Model 700 BDL,1
BlacKkKlansman, M16 (SP1),1
Blackthorn, Colt Single Action Army,10
Blackthorn, Webley .38 Mk IV,4
Blackthorn, Bodeo M1889,5
Blackthorn, Colt 1878 Double Action,1
Blackthorn, Webley Bulldog,2
Blackthorn, Winchester Model 1892,5
Blackthorn," Winchester Model 1866 ""Yellow Boy""",1
Blackthorn, Remington Rolling Block Short Rifle,4
Blackthorn, VZ-24 Czech Mauser,2
Blackthorn, Double-Barreled Shotgun,4
Blade, Beretta 92FS,2
Blade, Beretta 92FS Compact,2
Blade, Glock 26,2
Blade, Smith & Wesson Model 686,1
Blade, Smith & Wesson Model 10,1
Blade, MAC-11,7
Blade, MAC-10,1
Blade, Sterling L2A3,1
Blade, Kimel AP-9,1
Blade, Intratec TEC-DC9,2
Blade, Beretta M12,2
Blade, Uzi,2
Blade, Smith & Wesson M76,1
Blade, IMI Mini Uzi,1
Blade, IMI Micro Uzi,2
Blade, Heckler & Koch SP89,2
Blade, Heckler & Koch MP5K,3
Blade, Heckler & Koch MP5A3,2
Blade, Heckler & Koch MP5SD ,1
